data;pstrat;workflow;no. class;similar;algorithm;repr;stop;stem;spar;info;accuracy;a3r
n21;p4;w27;2;1;JRip;tf_idf;none;none;0.98;>0;0.807317062;0.749081797
n21;p40;w314;2;1;J48;freq;default;simple;0.98;>0;0.878582248;0.813007019
n21;p40;w313;2;1;nnet;freq;default;simple;0.98;>0;0.892613431;0.826921201
n21;p40;w318;2;1;lda;freq;default;simple;0.98;>0;0.877583258;0.812788159
n21;p40;w319;2;1;svmLinear2;freq;default;simple;0.98;>0;0.938292134;0.868843593
n21;p40;w316;2;1;knn;freq;default;simple;0.98;>0;0.863048155;0.800327418
n21;p40;w320;2;1;ranger;freq;default;simple;0.98;>0;0.95033128;0.875510078
n21;p40;w317;2;1;C5.0Tree;freq;default;simple;0.98;>0;0.878583237;0.81131969
n21;p40;w315;2;1;JRip;freq;default;simple;0.98;>0;0.836404357;0.771390155
n21;p41;w322;2;1;J48;freq;smart;none;0.99;none;0.860005902;0.778333066
n21;p41;w321;2;1;nnet;freq;smart;none;0.99;none;0.937796162;0.846763174
n21;p41;w326;2;1;lda;freq;smart;none;0.99;none;0.590598095;0.533261306
n21;p41;w327;2;1;svmLinear2;freq;smart;none;0.99;none;0.872068195;0.794663543
n21;p41;w324;2;1;knn;freq;smart;none;0.99;none;0.831931608;0.745245502
n21;p41;w328;2;1;ranger;freq;smart;none;0.99;none;0.953341329;0.863272033
n21;p41;w325;2;1;C5.0Tree;freq;smart;none;0.99;none;0.849961673;0.77807266
n21;p41;w323;2;1;JRip;freq;smart;none;0.99;none;0.828892361;0.741353158
n21;p42;w330;2;1;J48;freq;smart;none;0.99;>0;0.872556103;0.801026303
n21;p42;w329;2;1;nnet;freq;smart;none;0.99;>0;0.942300142;0.867698869
n21;p42;w334;2;1;lda;freq;smart;none;0.99;>0;0.873566163;0.804978965
n21;p42;w335;2;1;svmLinear2;freq;smart;none;0.99;>0;0.944816234;0.87011233
n21;p42;w332;2;1;knn;freq;smart;none;0.99;>0;0.885621451;0.807290105
n21;p42;w336;2;1;ranger;freq;smart;none;0.99;>0;0.952838302;0.87119962
n21;p42;w333;2;1;C5.0Tree;freq;smart;none;0.99;>0;0.864031004;0.794694471
n21;p42;w331;2;1;JRip;freq;smart;none;0.99;>0;0.858489736;0.781604644
n21;p43;w338;2;1;J48;freq;smart;none;0.98;none;0.860006908;0.793679251
n21;p43;w337;2;1;nnet;freq;smart;none;0.98;none;0.930755973;0.856645839
n21;p43;w342;2;1;lda;freq;smart;none;0.98;none;0.81184321;0.754489019
n21;p43;w343;2;1;svmLinear2;freq;smart;none;0.98;none;0.885107346;0.82093457
n21;p43;w340;2;1;knn;freq;smart;none;0.98;none;0.837428522;0.763251993
n21;p43;w344;2;1;ranger;freq;smart;none;0.98;none;0.945817228;0.868893198
n21;p43;w341;2;1;C5.0Tree;freq;smart;none;0.98;none;0.851464679;0.783247225
n21;p43;w339;2;1;JRip;freq;smart;none;0.98;none;0.814362325;0.742169965
n21;p44;w346;2;1;J48;freq;smart;none;0.98;>0;0.871057125;0.811601886
n21;p44;w345;2;1;nnet;freq;smart;none;0.98;>0;0.926243901;0.864721758
n21;p44;w350;2;1;lda;freq;smart;none;0.98;>0;0.873575237;0.815330873
n21;p44;w351;2;1;svmLinear2;freq;smart;none;0.98;>0;0.935286118;0.872207534
n21;p44;w348;2;1;knn;freq;smart;none;0.98;>0;0.879084247;0.821552756
n21;p44;w352;2;1;ranger;freq;smart;none;0.98;>0;0.944313208;0.873989585
n21;p44;w349;2;1;C5.0Tree;freq;smart;none;0.98;>0;0.860023994;0.801369282
n21;p44;w347;2;1;JRip;freq;smart;none;0.98;>0;0.844466743;0.781115826
n21;p45;w354;2;1;J48;freq;smart;simple;0.99;none;0.879080244;0.794656378
n21;p45;w353;2;1;nnet;freq;smart;simple;0.99;none;0.897197913;0.808134932
n21;p45;w358;2;1;lda;freq;smart;simple;0.99;none;0.603111053;0.543716473
n21;p45;w359;2;1;svmLinear2;freq;smart;simple;0.99;none;0.886123438;0.805718304
n21;p45;w356;2;1;knn;freq;smart;simple;0.99;none;0.853022075;0.762936732
n21;p45;w360;2;1;ranger;freq;smart;simple;0.99;none;0.958860411;0.867113447
n21;p45;w357;2;1;C5.0Tree;freq;smart;simple;0.99;none;0.874047044;0.797591446
n21;p45;w355;2;1;JRip;freq;smart;simple;0.99;none;0.829902425;0.739699456
n21;p46;w362;2;1;J48;freq;smart;simple;0.99;>0;0.876071201;0.801318419
n21;p46;w361;2;1;nnet;freq;smart;simple;0.99;>0;0.924207635;0.846908233
n21;p46;w366;2;1;lda;freq;smart;simple;0.99;>0;0.876072195;0.802988743
n21;p46;w367;2;1;svmLinear2;freq;smart;simple;0.99;>0;0.933280118;0.855124684
n21;p46;w364;2;1;knn;freq;smart;simple;0.99;>0;0.882097298;0.802200855
n21;p46;w368;2;1;ranger;freq;smart;simple;0.99;>0;0.954845337;0.870639144
n21;p46;w365;2;1;C5.0Tree;freq;smart;simple;0.99;>0;0.876562127;0.802575973
n21;p46;w363;2;1;JRip;freq;smart;simple;0.99;>0;0.844939528;0.7690038
n21;p47;w370;2;1;J48;freq;smart;simple;0.98;none;0.878577225;0.806666135
n21;p47;w369;2;1;nnet;freq;smart;simple;0.98;none;0.928254971;0.848693111
n21;p47;w374;2;1;lda;freq;smart;simple;0.98;none;0.818377404;0.753959344
n21;p47;w375;2;1;svmLinear2;freq;smart;simple;0.98;none;0.890623402;0.819812874
n21;p47;w372;2;1;knn;freq;smart;simple;0.98;none;0.859002831;0.779200502
n21;p47;w376;2;1;ranger;freq;smart;simple;0.98;none;0.952840331;0.870417092
n21;p47;w373;2;1;C5.0Tree;freq;smart;simple;0.98;none;0.874550063;0.805536748
n21;p47;w371;2;1;JRip;freq;smart;simple;0.98;none;0.832417524;0.755933283
n21;p48;w378;2;1;J48;freq;smart;simple;0.98;>0;0.879580231;0.812673161
n21;p48;w377;2;1;nnet;freq;smart;simple;0.98;>0;0.943798126;0.872774814
n21;p48;w382;2;1;lda;freq;smart;simple;0.98;>0;0.878085286;0.81180384
n21;p48;w383;2;1;svmLinear2;freq;smart;simple;0.98;>0;0.937288118;0.866397536
n21;p48;w380;2;1;knn;freq;smart;simple;0.98;>0;0.866061226;0.801646857
n21;p48;w384;2;1;ranger;freq;smart;simple;0.98;>0;0.950333301;0.874163769
n21;p48;w381;2;1;C5.0Tree;freq;smart;simple;0.98;>0;0.875061137;0.808463708
n21;p48;w379;2;1;JRip;freq;smart;simple;0.98;>0;0.859486735;0.790675646
n21;p5;w34;2;1;J48;tf_idf;none;simple;0.99;none;0.867550115;0.779448847
n21;p5;w33;2;1;nnet;tf_idf;none;simple;0.99;none;0.976917642;0.888527622
n21;p5;w38;2;1;lda;tf_idf;none;simple;0.99;none;0.768710672;0.690061546
n21;p5;w39;2;1;svmLinear2;tf_idf;none;simple;0.99;none;0.949825256;0.8568349
n21;p5;w36;2;1;knn;tf_idf;none;simple;0.99;none;0.823865218;0.733982935
n21;p5;w40;2;1;ranger;tf_idf;none;simple;0.99;none;0.957853369;0.867808764
n21;p5;w37;2;1;C5.0Tree;tf_idf;none;simple;0.99;none;0.872562143;0.78079204
n21;p5;w35;2;1;JRip;tf_idf;none;simple;0.99;none;0.800286901;0.711407607
n21;p6;w42;2;1;J48;tf_idf;none;simple;0.99;>0;0.87808327;0.802370153
n21;p6;w41;2;1;nnet;tf_idf;none;simple;0.99;>0;0.945311192;0.866558285
n21;p6;w46;2;1;lda;tf_idf;none;simple;0.99;>0;0.943304178;0.864023665
n21;p6;w47;2;1;svmLinear2;tf_idf;none;simple;0.99;>0;0.937778025;0.859245924
n21;p6;w44;2;1;knn;tf_idf;none;simple;0.99;>0;0.914205764;0.829949076
n21;p6;w48;2;1;ranger;tf_idf;none;simple;0.99;>0;0.950831289;0.866226274
n21;p6;w45;2;1;C5.0Tree;tf_idf;none;simple;0.99;>0;0.879092296;0.799463551
n21;p6;w43;2;1;JRip;tf_idf;none;simple;0.99;>0;0.810845194;0.737888431
n21;p7;w50;2;1;J48;tf_idf;none;simple;0.98;none;0.8775883;0.803135545
n21;p7;w49;2;1;nnet;tf_idf;none;simple;0.98;none;0.950328279;0.873768498
n21;p7;w54;2;1;lda;tf_idf;none;simple;0.98;none;0.884105342;0.811983247
n21;p7;w55;2;1;svmLinear2;tf_idf;none;simple;0.98;none;0.937278049;0.858116797
n21;p7;w52;2;1;knn;tf_idf;none;simple;0.98;none;0.842925431;0.761746884
n21;p7;w56;2;1;ranger;tf_idf;none;simple;0.98;none;0.952840331;0.869728323
n21;p7;w53;2;1;C5.0Tree;tf_idf;none;simple;0.98;none;0.870559149;0.78890025
n21;p7;w51;2;1;JRip;tf_idf;none;simple;0.98;none;0.802808019;0.728274216
n21;p8;w58;2;1;J48;tf_idf;none;simple;0.98;>0;0.881094304;0.814959648
n21;p8;w57;2;1;nnet;tf_idf;none;simple;0.98;>0;0.940787059;0.87206769
n21;p8;w62;2;1;lda;tf_idf;none;simple;0.98;>0;0.941299152;0.871952286
n21;p8;w63;2;1;svmLinear2;tf_idf;none;simple;0.98;>0;0.937280049;0.867926453
n21;p8;w60;2;1;knn;tf_idf;none;simple;0.98;>0;0.911683615;0.845273919
n21;p8;w64;2;1;ranger;tf_idf;none;simple;0.98;>0;0.945817236;0.870531513
n21;p8;w61;2;1;C5.0Tree;tf_idf;none;simple;0.98;>0;0.877091334;0.807276096
n21;p8;w59;2;1;JRip;tf_idf;none;simple;0.98;>0;0.817385464;0.752343184
n21;p9;w66;2;1;J48;tf_idf;default;none;0.99;none;0.841464743;0.757630103
n21;p9;w65;2;1;nnet;tf_idf;default;none;0.99;none;0.950323244;0.862313742
n21;p9;w70;2;1;lda;tf_idf;default;none;0.99;none;0.745637401;0.670872787
n21;p9;w71;2;1;svmLinear2;tf_idf;default;none;0.99;none;0.939282045;0.849912392
n21;p9;w68;2;1;knn;tf_idf;default;none;0.99;none;0.813859291;0.726498963
n21;p9;w72;2;1;ranger;tf_idf;default;none;0.99;none;0.953339317;0.863987136
n21;p9;w69;2;1;C5.0Tree;tf_idf;default;none;0.99;none;0.847968711;0.760275169
n21;p9;w67;2;1;JRip;tf_idf;default;none;0.99;none;0.789288015;0.702424724
n22;p1;w6;3;1;lda;tf_idf;none;none;0.99;none;0.705836707;0.624928929
n22;p1;w4;3;1;knn;tf_idf;none;none;0.99;none;0.719006912;0.625657452
n22;p1;w1;3;1;nnet;tf_idf;none;none;0.99;none;0.749407302;0.665541304
n22;p1;w5;3;1;C5.0Tree;tf_idf;none;none;0.99;none;0.783170113;0.691013362
n22;p1;w2;3;1;J48;tf_idf;none;none;0.99;none;0.780467867;0.688038686
n22;p1;w3;3;1;JRip;tf_idf;none;none;0.99;none;0.672066145;0.587398981
n22;p1;w8;3;1;ranger;tf_idf;none;none;0.99;none;0.89293504;0.795083682
n22;p1;w7;3;1;svmLinear2;tf_idf;none;none;0.99;none;0.910502608;0.802565075
n22;p10;w78;3;1;lda;tf_idf;default;none;0.99;>0;0.903408469;0.823564811
n22;p10;w76;3;1;knn;tf_idf;default;none;0.99;>0;0.842948262;0.757426503
n22;p10;w73;3;1;nnet;tf_idf;default;none;0.99;>0;0.830797954;0.754890691
n22;p10;w77;3;1;C5.0Tree;tf_idf;default;none;0.99;>0;0.777432797;0.70168522
n22;p10;w74;3;1;J48;tf_idf;default;none;0.99;>0;0.786892713;0.712512111
n22;p10;w75;3;1;JRip;tf_idf;default;none;0.99;>0;0.715969563;0.641833408
n22;p10;w80;3;1;ranger;tf_idf;default;none;0.99;>0;0.877060765;0.789141473
n22;p10;w79;3;1;svmLinear2;tf_idf;default;none;0.99;>0;0.876723383;0.795481105
n22;p11;w86;3;1;lda;tf_idf;default;none;0.98;none;0.843630321;0.775220142
n22;p11;w84;3;1;knn;tf_idf;default;none;0.98;none;0.748392877;0.666438892
n22;p11;w81;3;1;nnet;tf_idf;default;none;0.98;none;0.685583306;0.623479236
n22;p11;w85;3;1;C5.0Tree;tf_idf;default;none;0.98;none;0.775750903;0.698061381
n22;p11;w82;3;1;J48;tf_idf;default;none;0.98;none;0.784531039;0.710447437
n22;p11;w83;3;1;JRip;tf_idf;default;none;0.98;none;0.698072364;0.621890924
n22;p11;w88;3;1;ranger;tf_idf;default;none;0.98;none;0.882465715;0.793748001
n22;p11;w87;3;1;svmLinear2;tf_idf;default;none;0.98;none;0.852752854;0.769644323
n22;p12;w94;3;1;lda;tf_idf;default;none;0.98;>0;0.881794598;0.815915561
n22;p12;w92;3;1;knn;tf_idf;default;none;0.98;>0;0.803778222;0.732178923
n22;p12;w89;3;1;nnet;tf_idf;default;none;0.98;>0;0.821003392;0.756622295
n22;p12;w93;3;1;C5.0Tree;tf_idf;default;none;0.98;>0;0.78587464;0.718278685
n22;p12;w90;3;1;J48;tf_idf;default;none;0.98;>0;0.7821566;0.718002357
n22;p12;w91;3;1;JRip;tf_idf;default;none;0.98;>0;0.708877248;0.644487082
n22;p12;w96;3;1;ranger;tf_idf;default;none;0.98;>0;0.864227487;0.786046779
n22;p12;w95;3;1;svmLinear2;tf_idf;default;none;0.98;>0;0.852406354;0.782413682
n22;p13;w102;3;1;lda;tf_idf;default;simple;0.99;none;0.80175165;0.71158264
n22;p13;w100;3;1;knn;tf_idf;default;simple;0.99;none;0.738938888;0.6446014
n22;p13;w97;3;1;nnet;tf_idf;default;simple;0.99;none;0.723395156;0.643738081
n22;p13;w101;3;1;C5.0Tree;tf_idf;default;simple;0.99;none;0.807161615;0.71314491
n22;p13;w98;3;1;J48;tf_idf;default;simple;0.99;none;0.814252562;0.720523514
n22;p13;w99;3;1;JRip;tf_idf;default;simple;0.99;none;0.750760021;0.653062689
n22;p13;w104;3;1;ranger;tf_idf;default;simple;0.99;none;0.908469198;0.808082179
n22;p13;w103;3;1;svmLinear2;tf_idf;default;simple;0.99;none;0.914554838;0.807512727
n22;p14;w110;3;1;lda;tf_idf;default;simple;0.99;>0;0.912187694;0.827331708
n22;p14;w108;3;1;knn;tf_idf;default;simple;0.99;>0;0.842273042;0.754387219
n22;p14;w105;3;1;nnet;tf_idf;default;simple;0.99;>0;0.855108145;0.773420493
n22;p14;w109;3;1;C5.0Tree;tf_idf;default;simple;0.99;>0;0.798378287;0.718044382
n22;p14;w106;3;1;J48;tf_idf;default;simple;0.99;>0;0.804459824;0.725452692
n22;p14;w107;3;1;JRip;tf_idf;default;simple;0.99;>0;0.743328501;0.664812299
n22;p14;w112;3;1;ranger;tf_idf;default;simple;0.99;>0;0.892596291;0.800841415
n22;p14;w111;3;1;svmLinear2;tf_idf;default;simple;0.99;>0;0.874360798;0.790051931
n22;p15;w118;3;1;lda;tf_idf;default;simple;0.98;none;0.852074899;0.775390603
n22;p15;w116;3;1;knn;tf_idf;default;simple;0.98;none;0.756826057;0.671100183
n22;p15;w113;3;1;nnet;tf_idf;default;simple;0.98;none;0.710906554;0.642206252
n22;p15;w117;3;1;C5.0Tree;tf_idf;default;simple;0.98;none;0.811212022;0.726351715
n22;p15;w114;3;1;J48;tf_idf;default;simple;0.98;none;0.811212022;0.730734961
n22;p15;w115;3;1;JRip;tf_idf;default;simple;0.98;none;0.738263213;0.65610305
n22;p15;w120;3;1;ranger;tf_idf;default;simple;0.98;none;0.898337254;0.805411805
n22;p15;w119;3;1;svmLinear2;tf_idf;default;simple;0.98;none;0.873679195;0.784110854
n22;p16;w126;3;1;lda;tf_idf;default;simple;0.98;>0;0.877060765;0.804287127
n22;p16;w124;3;1;knn;tf_idf;default;simple;0.98;>0;0.806476821;0.733298668
n22;p16;w121;3;1;nnet;tf_idf;default;simple;0.98;>0;0.818654484;0.750257631
n22;p16;w125;3;1;C5.0Tree;tf_idf;default;simple;0.98;>0;0.809182715;0.736422213
n22;p16;w122;3;1;J48;tf_idf;default;simple;0.98;>0;0.804116515;0.734474783
n22;p16;w123;3;1;JRip;tf_idf;default;simple;0.98;>0;0.735894244;0.667572808
n22;p16;w128;3;1;ranger;tf_idf;default;simple;0.98;>0;0.873684666;0.792062654
n22;p16;w127;3;1;svmLinear2;tf_idf;default;simple;0.98;>0;0.859164934;0.783696453
n22;p17;w134;3;1;lda;tf_idf;smart;none;0.99;none;0.821338038;0.73044793
n22;p17;w132;3;1;knn;tf_idf;smart;none;0.99;none;0.725426743;0.634938421
n22;p17;w129;3;1;nnet;tf_idf;smart;none;0.99;none;0.779799942;0.696285709
n22;p17;w133;3;1;C5.0Tree;tf_idf;smart;none;0.99;none;0.781836087;0.692944057
n22;p17;w130;3;1;J48;tf_idf;smart;none;0.99;none;0.789941004;0.700986467
n22;p17;w131;3;1;JRip;tf_idf;smart;none;0.99;none;0.722043805;0.627953129
n22;p17;w136;3;1;ranger;tf_idf;smart;none;0.99;none;0.898678739;0.798151131
n22;p17;w135;3;1;svmLinear2;tf_idf;smart;none;0.99;none;0.902056662;0.799625986
n22;p18;w142;3;1;lda;tf_idf;smart;none;0.99;>0;0.901383722;0.821902453
n22;p18;w140;3;1;knn;tf_idf;smart;none;0.99;>0;0.831805996;0.74793459
n22;p18;w137;3;1;nnet;tf_idf;smart;none;0.99;>0;0.847349728;0.770411461
n22;p18;w141;3;1;C5.0Tree;tf_idf;smart;none;0.99;>0;0.775411241;0.700318845
n22;p18;w138;3;1;J48;tf_idf;smart;none;0.99;>0;0.774395904;0.701104334
n22;p18;w139;3;1;JRip;tf_idf;smart;none;0.99;>0;0.740628077;0.663209479
n22;p18;w144;3;1;ranger;tf_idf;smart;none;0.99;>0;0.883817522;0.794903757
n22;p18;w143;3;1;svmLinear2;tf_idf;smart;none;0.99;>0;0.865581573;0.785573579
n22;p19;w150;3;1;lda;tf_idf;smart;none;0.98;none;0.85477669;0.787951046
n22;p19;w148;3;1;knn;tf_idf;smart;none;0.98;none;0.760888773;0.681048535
n22;p19;w145;3;1;nnet;tf_idf;smart;none;0.98;none;0.698396524;0.63815102
n22;p19;w149;3;1;C5.0Tree;tf_idf;smart;none;0.98;none;0.771361746;0.697242911
n22;p19;w146;3;1;J48;tf_idf;smart;none;0.98;none;0.770684247;0.701021123
n22;p19;w147;3;1;JRip;tf_idf;smart;none;0.98;none;0.729486268;0.651232978
n22;p19;w152;3;1;ranger;tf_idf;smart;none;0.98;none;0.875378871;0.788132845
n22;p19;w151;3;1;svmLinear2;tf_idf;smart;none;0.98;none;0.833502936;0.756127048
n22;p2;w14;3;1;lda;tf_idf;none;none;0.99;>0;0.905435496;0.824428323
n22;p2;w12;3;1;knn;tf_idf;none;none;0.99;>0;0.828090236;0.743190701
n22;p2;w9;3;1;nnet;tf_idf;none;none;0.99;>0;0.813570048;0.738297298
n22;p2;w13;3;1;C5.0Tree;tf_idf;none;none;0.99;>0;0.777433709;0.700880089
n22;p2;w10;3;1;J48;tf_idf;none;none;0.99;>0;0.781824689;0.706653959
n22;p2;w11;3;1;JRip;tf_idf;none;none;0.99;>0;0.713271875;0.640462253
n22;p2;w16;3;1;ranger;tf_idf;none;none;0.99;>0;0.873682843;0.785541473
n22;p2;w15;3;1;svmLinear2;tf_idf;none;none;0.99;>0;0.86828382;0.787205332
n22;p20;w158;3;1;lda;tf_idf;smart;none;0.98;>0;0.873012182;0.806502801
n22;p20;w156;3;1;knn;tf_idf;smart;none;0.98;>0;0.819653408;0.74781699
n22;p20;w153;3;1;nnet;tf_idf;smart;none;0.98;>0;0.819649761;0.75646517
n22;p20;w157;3;1;C5.0Tree;tf_idf;smart;none;0.98;>0;0.780812999;0.714117931
n22;p20;w154;3;1;J48;tf_idf;smart;none;0.98;>0;0.78149141;0.717509073
n22;p20;w155;3;1;JRip;tf_idf;smart;none;0.98;>0;0.694023325;0.630003607
n22;p20;w160;3;1;ranger;tf_idf;smart;none;0.98;>0;0.869972098;0.79123164
n22;p20;w159;3;1;svmLinear2;tf_idf;smart;none;0.98;>0;0.848359594;0.77836703
n22;p21;w166;3;1;lda;tf_idf;smart;simple;0.99;none;0.833497009;0.74154936
n22;p21;w164;3;1;knn;tf_idf;smart;simple;0.99;none;0.743326677;0.649920411
n22;p21;w161;3;1;nnet;tf_idf;smart;simple;0.99;none;0.761211566;0.677995317
n22;p21;w165;3;1;C5.0Tree;tf_idf;smart;simple;0.99;none;0.804116515;0.711759808
n22;p21;w162;3;1;J48;tf_idf;smart;simple;0.99;none;0.808169658;0.717114246
n22;p21;w163;3;1;JRip;tf_idf;smart;simple;0.99;none;0.755829412;0.659149379
n22;p21;w168;3;1;ranger;tf_idf;smart;simple;0.99;none;0.910158387;0.808924283
n22;p21;w167;3;1;svmLinear2;tf_idf;smart;simple;0.99;none;0.907799905;0.803381142
n22;p22;w174;3;1;lda;tf_idf;smart;simple;0.99;>0;0.913204855;0.828158612
n22;p22;w172;3;1;knn;tf_idf;smart;simple;0.99;>0;0.84599245;0.757913367
n22;p22;w169;3;1;nnet;tf_idf;smart;simple;0.99;>0;0.859160375;0.776704366
n22;p22;w173;3;1;C5.0Tree;tf_idf;smart;simple;0.99;>0;0.806145366;0.725105668
n22;p22;w170;3;1;J48;tf_idf;smart;simple;0.99;>0;0.802766532;0.723879422
n22;p22;w171;3;1;JRip;tf_idf;smart;simple;0.99;>0;0.757182132;0.676061101
n22;p22;w176;3;1;ranger;tf_idf;smart;simple;0.99;>0;0.895637743;0.803502167
n22;p22;w175;3;1;svmLinear2;tf_idf;smart;simple;0.99;>0;0.869975289;0.785869284
n22;p23;w182;3;1;lda;tf_idf;smart;simple;0.98;none;0.865581573;0.789375567
n22;p23;w180;3;1;knn;tf_idf;smart;simple;0.98;none;0.763246344;0.678778494
n22;p23;w177;3;1;nnet;tf_idf;smart;simple;0.98;none;0.721376792;0.652361813
n22;p23;w181;3;1;C5.0Tree;tf_idf;smart;simple;0.98;none;0.799390433;0.717471281
n22;p23;w178;3;1;J48;tf_idf;smart;simple;0.98;none;0.792974705;0.715544706
n22;p23;w179;3;1;JRip;tf_idf;smart;simple;0.98;none;0.752447387;0.668052413
n22;p23;w184;3;1;ranger;tf_idf;smart;simple;0.98;none;0.89732602;0.803145579
n22;p23;w183;3;1;svmLinear2;tf_idf;smart;simple;0.98;none;0.864229766;0.777995975
n22;p24;w190;3;1;lda;tf_idf;smart;simple;0.98;>0;0.879088248;0.804912543
n22;p24;w188;3;1;knn;tf_idf;smart;simple;0.98;>0;0.805467411;0.732876793
n22;p24;w185;3;1;nnet;tf_idf;smart;simple;0.98;>0;0.77302586;0.707276486
n22;p24;w189;3;1;C5.0Tree;tf_idf;smart;simple;0.98;>0;0.799052139;0.726738761
n22;p24;w186;3;1;J48;tf_idf;smart;simple;0.98;>0;0.805808896;0.735459801
n22;p24;w187;3;1;JRip;tf_idf;smart;simple;0.98;>0;0.749073112;0.678127421
n22;p24;w192;3;1;ranger;tf_idf;smart;simple;0.98;>0;0.877401339;0.79407283
n22;p24;w191;3;1;svmLinear2;tf_idf;smart;simple;0.98;>0;0.860178448;0.783776856
n22;p25;w198;3;1;lda;freq;none;none;0.99;none;0.562652734;0.49816819
n22;p25;w196;3;1;knn;freq;none;none;0.99;none;0.669026972;0.582287644
n22;p25;w193;3;1;nnet;freq;none;none;0.99;none;0.609933162;0.538358138
n22;p25;w197;3;1;C5.0Tree;freq;none;none;0.99;none;0.775746799;0.697515454
n22;p25;w194;3;1;J48;freq;none;none;0.99;none;0.780136412;0.689160863
n22;p25;w195;3;1;JRip;freq;none;none;0.99;none;0.709218277;0.616118101
n22;p25;w200;3;1;ranger;freq;none;none;0.99;none;0.901040869;0.802396137
n22;p25;w199;3;1;svmLinear2;freq;none;none;0.99;none;0.818302969;0.725048427
n22;p26;w206;3;1;lda;freq;none;none;0.99;>0;0.798705183;0.728510643
n22;p26;w204;3;1;knn;freq;none;none;0.99;>0;0.628839315;0.566308047
n22;p26;w201;3;1;nnet;freq;none;none;0.99;>0;0.614665171;0.55842085
n22;p26;w205;3;1;C5.0Tree;freq;none;none;0.99;>0;0.781144454;0.710868235
n22;p26;w202;3;1;J48;freq;none;none;0.99;>0;0.772703067;0.70022312
n22;p26;w203;3;1;JRip;freq;none;none;0.99;>0;0.716652077;0.64375532
n22;p26;w208;3;1;ranger;freq;none;none;0.99;>0;0.881793686;0.795204216
n22;p26;w207;3;1;svmLinear2;freq;none;none;0.99;>0;0.872674344;0.791458262
n22;p27;w214;3;1;lda;freq;none;none;0.98;none;0.733536218;0.673865845
n22;p27;w212;3;1;knn;freq;none;none;0.98;none;0.647411734;0.575244725
n22;p27;w209;3;1;nnet;freq;none;none;0.98;none;0.576501805;0.520520391
n22;p27;w213;3;1;C5.0Tree;freq;none;none;0.98;none;0.773389229;0.706833341
n22;p27;w210;3;1;J48;freq;none;none;0.98;none;0.77170004;0.697511948
n22;p27;w211;3;1;JRip;freq;none;none;0.98;none;0.699082686;0.621296726
n22;p27;w216;3;1;ranger;freq;none;none;0.98;none;0.888545884;0.800949967
n22;p27;w215;3;1;svmLinear2;freq;none;none;0.98;none;0.794669366;0.716822716
n22;p28;w222;3;1;lda;freq;none;none;0.98;>0;0.773386494;0.716689044
n22;p28;w220;3;1;knn;freq;none;none;0.98;>0;0.623769468;0.568756755
n22;p28;w217;3;1;nnet;freq;none;none;0.98;>0;0.610581026;0.563037479
n22;p28;w221;3;1;C5.0Tree;freq;none;none;0.98;>0;0.781146278;0.721305182
n22;p28;w218;3;1;J48;freq;none;none;0.98;>0;0.773044097;0.710661935
n22;p28;w219;3;1;JRip;freq;none;none;0.98;>0;0.712592552;0.648823315
n22;p28;w224;3;1;ranger;freq;none;none;0.98;>0;0.874023872;0.797366447
n22;p28;w223;3;1;svmLinear2;freq;none;none;0.98;>0;0.846337583;0.776805421
n22;p29;w230;3;1;lda;freq;none;simple;0.99;none;0.613306981;0.543846426
n22;p29;w228;3;1;knn;freq;none;simple;0.99;none;0.706178192;0.615179575
n22;p29;w225;3;1;nnet;freq;none;simple;0.99;none;0.598779954;0.528837843
n22;p29;w229;3;1;C5.0Tree;freq;none;simple;0.99;none;0.793307984;0.712054611
n22;p29;w226;3;1;J48;freq;none;simple;0.99;none;0.798715213;0.706075284
n22;p29;w227;3;1;JRip;freq;none;simple;0.99;none;0.716647062;0.624586484
n22;p29;w232;3;1;ranger;freq;none;simple;0.99;none;0.906444906;0.806733882
n22;p29;w231;3;1;svmLinear2;freq;none;simple;0.99;none;0.831808276;0.73722426
n22;p3;w22;3;1;lda;tf_idf;none;none;0.98;none;0.840588412;0.77185654
n22;p3;w20;3;1;knn;tf_idf;none;none;0.98;none;0.760206715;0.675328062
n22;p3;w17;3;1;nnet;tf_idf;none;none;0.98;none;0.700096655;0.638943451
n22;p3;w21;3;1;C5.0Tree;tf_idf;none;none;0.98;none;0.780134588;0.700295647
n22;p3;w18;3;1;J48;tf_idf;none;none;0.98;none;0.776082358;0.701252872
n22;p3;w19;3;1;JRip;tf_idf;none;none;0.98;none;0.665993271;0.593349157
n22;p3;w24;3;1;ranger;tf_idf;none;none;0.98;none;0.880102674;0.791497242
n22;p3;w23;3;1;svmLinear2;tf_idf;none;none;0.98;none;0.86153527;0.775158139
n22;p30;w238;3;1;lda;freq;none;simple;0.99;>0;0.797363406;0.723597567
n22;p30;w236;3;1;knn;freq;none;simple;0.99;>0;0.650117172;0.58322918
n22;p30;w233;3;1;nnet;freq;none;simple;0.99;>0;0.623100175;0.563109228
n22;p30;w237;3;1;C5.0Tree;freq;none;simple;0.99;>0;0.807500365;0.731237387
n22;p30;w234;3;1;J48;freq;none;simple;0.99;>0;0.802096327;0.723592509
n22;p30;w235;3;1;JRip;freq;none;simple;0.99;>0;0.711240745;0.637410246
n22;p30;w240;3;1;ranger;freq;none;simple;0.99;>0;0.89158688;0.801443736
n22;p30;w239;3;1;svmLinear2;freq;none;simple;0.99;>0;0.862886166;0.779582698
