data;pstrat;workflow;no_class;similar;algorithm;repr;stop;stem;spar;info;accuracy;a3r;no.terms;time
n16;p8;w59;2;0;JRip;tf_idf;none;simple;0.98;>0;0.87829668;0.804545909;500;33.39
n16;p8;w62;2;0;lda;tf_idf;none;simple;0.98;>0;0.956362487;0.882496902;500;24.91
n16;p8;w63;2;0;svmLinear2;tf_idf;none;simple;0.98;>0;0.968653551;0.894895479;500;23.76
n16;p8;w58;2;0;J48;tf_idf;none;simple;0.98;>0;0.926233948;0.852307219;500;27.86
n16;p8;w61;2;0;C5.0Tree;tf_idf;none;simple;0.98;>0;0.922545418;0.843449534;500;36.07
n16;p8;w57;2;0;nnet;tf_idf;none;simple;0.98;>0;0.982791905;0.908216725;500;23.49
n16;p9;w68;2;0;knn;tf_idf;default;none;0.99;none;0.827295724;0.744872735;1839;66.55
n16;p9;w72;2;0;ranger;tf_idf;default;none;0.99;none;0.972956331;0.890671033;1839;34.28
n16;p9;w67;2;0;JRip;tf_idf;default;none;0.99;none;0.866615328;0.774625191;1839;89
n16;p9;w70;2;0;lda;tf_idf;default;none;0.99;none;0.913343762;0.826000087;1839;55.74
n16;p9;w71;2;0;svmLinear2;tf_idf;default;none;0.99;none;0.976024558;0.88836463;1839;43.13
n16;p9;w66;2;0;J48;tf_idf;default;none;0.99;none;0.917021702;0.827499514;1839;60.88
n16;p9;w69;2;0;C5.0Tree;tf_idf;default;none;0.99;none;0.907196718;0.815035564;1839;72.61
n16;p9;w65;2;0;nnet;tf_idf;default;none;0.99;none;0.987093172;0.899588405;1839;40.98
n17;p1;w4;2;0;knn;tf_idf;none;none;0.99;none;0.854568203;0.762422325;1725;95.95
n17;p1;w6;2;0;lda;tf_idf;none;none;0.99;none;0.666281688;0.59898542;1725;70.74
n17;p1;w2;2;0;J48;tf_idf;none;none;0.99;none;0.908959855;0.818791897;1725;65.29
n17;p1;w8;2;0;ranger;tf_idf;none;none;0.99;none;0.953204428;0.87042536;1725;37.86
n17;p1;w7;2;0;svmLinear2;tf_idf;none;none;0.99;none;0.964394673;0.876007734;1725;46.76
n17;p1;w1;2;0;nnet;tf_idf;none;none;0.99;none;0.966941533;0.881944786;1725;39.66
n17;p1;w5;2;0;C5.0Tree;tf_idf;none;none;0.99;none;0.912525044;0.818461489;1725;77.6
n17;p1;w3;2;0;JRip;tf_idf;none;none;0.99;none;0.90387131;0.8083648;1725;87.09
n17;p10;w76;2;0;knn;tf_idf;default;none;0.99;>0;0.883024523;0.79554541;896;64.91
n17;p10;w78;2;0;lda;tf_idf;default;none;0.99;>0;0.911995182;0.83160414;896;40.09
n17;p10;w74;2;0;J48;tf_idf;default;none;0.99;>0;0.903368354;0.822706509;896;42.15
n17;p10;w80;2;0;ranger;tf_idf;default;none;0.99;>0;0.955746113;0.869135085;896;44.69
n17;p10;w79;2;0;svmLinear2;tf_idf;default;none;0.99;>0;0.962352839;0.879601452;896;36.47
n17;p10;w73;2;0;nnet;tf_idf;default;none;0.99;>0;0.965913889;0.880297386;896;40.96
n17;p10;w77;2;0;C5.0Tree;tf_idf;default;none;0.99;>0;0.904384614;0.817039696;896;58.13
n17;p10;w75;2;0;JRip;tf_idf;default;none;0.99;>0;0.909457636;0.821429359;896;58.68
n17;p11;w84;2;0;knn;tf_idf;default;none;0.98;none;0.83979;0.76449021;761;42.85
n17;p11;w86;2;0;lda;tf_idf;default;none;0.98;none;0.930308562;0.863904241;761;19.34
n17;p11;w82;2;0;J48;tf_idf;default;none;0.98;none;0.901330659;0.834113825;761;22.2
n17;p11;w88;2;0;ranger;tf_idf;default;none;0.98;none;0.954217583;0.879339902;761;26.28
n17;p11;w87;2;0;svmLinear2;tf_idf;default;none;0.98;none;0.930312702;0.865922059;761;17.62
n17;p11;w81;2;0;nnet;tf_idf;default;none;0.98;none;0.953210637;0.883110666;761;21.23
n17;p11;w85;2;0;C5.0Tree;tf_idf;default;none;0.98;none;0.90895468;0.83040573;761;37.16
n17;p11;w83;2;0;JRip;tf_idf;default;none;0.98;none;0.910470791;0.833252395;761;34.64
n17;p12;w92;2;0;knn;tf_idf;default;none;0.98;>0;0.895736054;0.818230563;525;37.34
n17;p12;w94;2;0;lda;tf_idf;default;none;0.98;>0;0.937431697;0.86986519;525;19.93
n17;p12;w90;2;0;J48;tf_idf;default;none;0.98;>0;0.901843964;0.835160718;525;21.6
n17;p12;w96;2;0;ranger;tf_idf;default;none;0.98;>0;0.954219653;0.87873969;525;27.01
n17;p12;w95;2;0;svmLinear2;tf_idf;default;none;0.98;>0;0.945572128;0.878146524;525;19.28
n17;p12;w89;2;0;nnet;tf_idf;default;none;0.98;>0;0.963375308;0.89404004;525;19.84
n17;p12;w93;2;0;C5.0Tree;tf_idf;default;none;0.98;>0;0.905909004;0.830039426;525;33.07
n17;p12;w91;2;0;JRip;tf_idf;default;none;0.98;>0;0.907420976;0.835040798;525;27.8
n17;p13;w100;2;0;knn;tf_idf;default;simple;0.99;none;0.809276323;0.723417409;1499;88.78
n17;p13;w102;2;0;lda;tf_idf;default;simple;0.99;none;0.614443106;0.553214036;1499;66.61
n17;p13;w98;2;0;J48;tf_idf;default;simple;0.99;none;0.922161923;0.83382589;1499;56.14
n17;p13;w104;2;0;ranger;tf_idf;default;simple;0.99;none;0.962866143;0.875732696;1499;44.44
n17;p13;w103;2;0;svmLinear2;tf_idf;default;simple;0.99;none;0.967957793;0.879211412;1499;46.83
n17;p13;w97;2;0;nnet;tf_idf;default;simple;0.99;none;0.972540278;0.881047178;1499;52.04
n17;p13;w101;2;0;C5.0Tree;tf_idf;default;simple;0.99;none;0.922673157;0.828194493;1499;75.27
n17;p13;w99;2;0;JRip;tf_idf;default;simple;0.99;none;0.913020756;0.816995493;1499;85.2
n17;p14;w108;2;0;knn;tf_idf;default;simple;0.99;>0;0.909981289;0.825140406;481;50.14
n17;p14;w110;2;0;lda;tf_idf;default;simple;0.99;>0;0.939473532;0.860259657;481;33.9
n17;p14;w106;2;0;J48;tf_idf;default;simple;0.99;>0;0.925722973;0.846531392;481;35.77
n17;p14;w112;2;0;ranger;tf_idf;default;simple;0.99;>0;0.960831553;0.876239716;481;39.9
n17;p14;w111;2;0;svmLinear2;tf_idf;default;simple;0.99;>0;0.954731923;0.874694232;481;33.19
n17;p14;w105;2;0;nnet;tf_idf;default;simple;0.99;>0;0.965423352;0.88406061;481;33.84
n17;p14;w109;2;0;C5.0Tree;tf_idf;default;simple;0.99;>0;0.926748547;0.842156816;481;46
n17;p14;w107;2;0;JRip;tf_idf;default;simple;0.99;>0;0.917085796;0.834231721;481;44.15
n17;p15;w116;2;0;knn;tf_idf;default;simple;0.98;none;0.842341;0.762917813;821;52.53
n17;p15;w118;2;0;lda;tf_idf;default;simple;0.98;none;0.925732287;0.851557138;821;28.24
n17;p15;w114;2;0;J48;tf_idf;default;simple;0.98;none;0.919620237;0.844190917;821;30.67
n17;p15;w120;2;0;ranger;tf_idf;default;simple;0.98;none;0.962359048;0.881457333;821;33.53
n17;p15;w119;2;0;svmLinear2;tf_idf;default;simple;0.98;none;0.957268433;0.881555468;821;27
n17;p15;w113;2;0;nnet;tf_idf;default;simple;0.98;none;0.964397778;0.885223661;821;30.77
n17;p15;w117;2;0;C5.0Tree;tf_idf;default;simple;0.98;none;0.924704643;0.840185621;821;46.25
n17;p15;w115;2;0;JRip;tf_idf;default;simple;0.98;none;0.915559336;0.831903203;821;46.19
n17;p16;w124;2;0;knn;tf_idf;default;simple;0.98;>0;0.906925265;0.823845086;571;46.67
n17;p16;w126;2;0;lda;tf_idf;default;simple;0.98;>0;0.948625048;0.873044768;571;27.69
n17;p16;w122;2;0;J48;tf_idf;default;simple;0.98;>0;0.917583578;0.842991249;571;29.71
n17;p16;w128;2;0;ranger;tf_idf;default;simple;0.98;>0;0.958795928;0.877612409;571;34.43
n17;p16;w127;2;0;svmLinear2;tf_idf;default;simple;0.98;>0;0.956253208;0.880240686;571;27.47
n17;p16;w121;2;0;nnet;tf_idf;default;simple;0.98;>0;0.963887578;0.88628168;571;28.72
n17;p16;w125;2;0;C5.0Tree;tf_idf;default;simple;0.98;>0;0.925724008;0.843086036;571;42.11
n17;p16;w123;2;0;JRip;tf_idf;default;simple;0.98;>0;0.90743236;0.828661129;571;37.8
n17;p17;w132;2;0;knn;tf_idf;smart;none;0.99;none;0.799610468;0.717112425;1383;77.92
n17;p17;w134;2;0;lda;tf_idf;smart;none;0.99;none;0.744673431;0.67371245;1383;54.91
n17;p17;w130;2;0;J48;tf_idf;smart;none;0.99;none;0.912017949;0.828595893;1383;46.39
n17;p17;w136;2;0;ranger;tf_idf;smart;none;0.99;none;0.956250103;0.87112106;1383;41.66
n17;p17;w135;2;0;svmLinear2;tf_idf;smart;none;0.99;none;0.964389499;0.880116327;1383;38.77
n17;p17;w129;2;0;nnet;tf_idf;smart;none;0.99;none;0.972536138;0.891467108;1383;32.51
n17;p17;w133;2;0;C5.0Tree;tf_idf;smart;none;0.99;none;0.911504645;0.82105911;1383;65.37
n17;p17;w131;2;0;JRip;tf_idf;smart;none;0.99;none;0.90488343;0.813914913;1383;69.27
n17;p18;w140;2;0;knn;tf_idf;smart;none;0.99;>0;0.877421638;0.792920908;743;57.43
n17;p18;w142;2;0;lda;tf_idf;smart;none;0.99;>0;0.925725043;0.847237383;743;34.6
n17;p18;w138;2;0;J48;tf_idf;smart;none;0.99;>0;0.905408118;0.827667106;743;36.27
n17;p18;w144;2;0;ranger;tf_idf;smart;none;0.99;>0;0.953705314;0.868226791;743;42.78
n17;p18;w143;2;0;svmLinear2;tf_idf;smart;none;0.99;>0;0.963880334;0.883512464;743;32.54
n17;p18;w137;2;0;nnet;tf_idf;smart;none;0.99;>0;0.976599109;0.891629961;743;38.13
n17;p18;w141;2;0;C5.0Tree;tf_idf;smart;none;0.99;>0;0.909979219;0.824682938;743;51.26
n17;p18;w139;2;0;JRip;tf_idf;smart;none;0.99;>0;0.914548251;0.830703114;743;46.82
n17;p19;w148;2;0;knn;tf_idf;smart;none;0.98;none;0.835204411;0.762789004;593;37.63
n17;p19;w150;2;0;lda;tf_idf;smart;none;0.98;none;0.943536503;0.877604338;593;18.13
n17;p19;w146;2;0;J48;tf_idf;smart;none;0.98;none;0.910490454;0.844929455;593;19.87
n17;p19;w152;2;0;ranger;tf_idf;smart;none;0.98;none;0.951672793;0.877003147;593;26.27
n17;p19;w151;2;0;svmLinear2;tf_idf;smart;none;0.98;none;0.936919428;0.871911259;593;17.75
n17;p19;w145;2;0;nnet;tf_idf;smart;none;0.98;none;0.956764443;0.887494906;593;20.21
n17;p19;w149;2;0;C5.0Tree;tf_idf;smart;none;0.98;none;0.911505679;0.835370426;593;32.75
n17;p19;w147;2;0;JRip;tf_idf;smart;none;0.98;none;0.907420976;0.835565647;593;27.11
n17;p2;w12;2;0;knn;tf_idf;none;none;0.99;>0;0.892184318;0.802020312;1017;70.92
n17;p2;w14;2;0;lda;tf_idf;none;none;0.99;>0;0.902835387;0.820297511;1017;46.29
n17;p2;w10;2;0;J48;tf_idf;none;none;0.99;>0;0.90539777;0.822670116;1017;46.19
n17;p2;w16;2;0;ranger;tf_idf;none;none;0.99;>0;0.952695263;0.866496846;1017;44.41
n17;p2;w15;2;0;svmLinear2;tf_idf;none;none;0.99;>0;0.960829484;0.876918353;1017;38.68
n17;p2;w9;2;0;nnet;tf_idf;none;none;0.99;>0;0.968968879;0.885245609;1017;37.14
n17;p2;w13;2;0;C5.0Tree;tf_idf;none;none;0.99;>0;0.911000654;0.821071858;1017;63.9
n17;p2;w11;2;0;JRip;tf_idf;none;none;0.99;>0;0.897269758;0.80990657;1017;60.19
n17;p20;w156;2;0;knn;tf_idf;smart;none;0.98;>0;0.887077145;0.813600037;392;31.77
n17;p20;w158;2;0;lda;tf_idf;smart;none;0.98;>0;0.949132143;0.882845519;392;18.1
n17;p20;w154;2;0;J48;tf_idf;smart;none;0.98;>0;0.905915214;0.840233809;392;20.3
n17;p20;w160;2;0;ranger;tf_idf;smart;none;0.98;>0;0.948620908;0.874952912;392;25.37
n17;p20;w159;2;0;svmLinear2;tf_idf;smart;none;0.98;>0;0.943534433;0.877554062;392;18.17
n17;p20;w153;2;0;nnet;tf_idf;smart;none;0.98;>0;0.952186098;0.887180173;392;16.92
n17;p20;w157;2;0;C5.0Tree;tf_idf;smart;none;0.98;>0;0.908967099;0.835746694;392;28.77
n17;p20;w155;2;0;JRip;tf_idf;smart;none;0.98;>0;0.899791781;0.830724992;392;24.4
n17;p21;w164;2;0;knn;tf_idf;smart;simple;0.99;none;0.808763019;0.724380372;1335;82.07
n17;p21;w166;2;0;lda;tf_idf;smart;simple;0.99;none;0.776210612;0.700541547;1335;60.51
n17;p21;w162;2;0;J48;tf_idf;smart;simple;0.99;none;0.930810483;0.843639915;1335;51.07
n17;p21;w168;2;0;ranger;tf_idf;smart;simple;0.99;none;0.962866143;0.875068214;1335;45.81
n17;p21;w167;2;0;svmLinear2;tf_idf;smart;simple;0.99;none;0.965414038;0.877976057;1335;44.59
n17;p21;w161;2;0;nnet;tf_idf;smart;simple;0.99;none;0.967447593;0.881395877;1335;41.52
n17;p21;w165;2;0;C5.0Tree;tf_idf;smart;simple;0.99;none;0.932343152;0.838044028;1335;71.18
n17;p21;w163;2;0;JRip;tf_idf;smart;simple;0.99;none;0.920652021;0.825129916;1335;79.97
n17;p22;w172;2;0;knn;tf_idf;smart;simple;0.99;>0;0.898783799;0.816021092;403;47.66
n17;p22;w174;2;0;lda;tf_idf;smart;simple;0.99;>0;0.942523347;0.863167197;403;33.72
n17;p22;w170;2;0;J48;tf_idf;smart;simple;0.99;>0;0.929797328;0.850568541;403;35.25
n17;p22;w176;2;0;ranger;tf_idf;smart;simple;0.99;>0;0.958794893;0.874131827;403;40.36
n17;p22;w175;2;0;svmLinear2;tf_idf;smart;simple;0.99;>0;0.952694228;0.872801081;403;33.23
n17;p22;w169;2;0;nnet;tf_idf;smart;simple;0.99;>0;0.963378413;0.883147584;403;32.4
n17;p22;w173;2;0;C5.0Tree;tf_idf;smart;simple;0.99;>0;0.928781067;0.844798746;403;44.3
n17;p22;w171;2;0;JRip;tf_idf;smart;simple;0.99;>0;0.913020756;0.831605837;403;41.93
n17;p23;w180;2;0;knn;tf_idf;smart;simple;0.98;none;0.84589791;0.767701399;681;48.42
n17;p23;w182;2;0;lda;tf_idf;smart;simple;0.98;none;0.944554833;0.869654997;681;27.24
n17;p23;w178;2;0;J48;tf_idf;smart;simple;0.98;none;0.931318613;0.856312604;681;28.75
n17;p23;w184;2;0;ranger;tf_idf;smart;simple;0.98;none;0.960322388;0.878636317;681;35.02
n17;p23;w183;2;0;svmLinear2;tf_idf;smart;simple;0.98;none;0.955237983;0.880305368;681;26.25
n17;p23;w177;2;0;nnet;tf_idf;smart;simple;0.98;none;0.962875457;0.886071968;681;27.8
n17;p23;w181;2;0;C5.0Tree;tf_idf;smart;simple;0.98;none;0.928783137;0.845444665;681;42.97
n17;p23;w179;2;0;JRip;tf_idf;smart;simple;0.98;none;0.918609152;0.836690923;681;41.94
n17;p24;w188;2;0;knn;tf_idf;smart;simple;0.98;>0;0.8896209;0.809914541;448;42.72
n17;p24;w190;2;0;lda;tf_idf;smart;simple;0.98;>0;0.951673828;0.877004101;448;26.27
n17;p24;w186;2;0;J48;tf_idf;smart;simple;0.98;>0;0.928271902;0.853267776;448;29.08
n17;p24;w192;2;0;ranger;tf_idf;smart;simple;0.98;>0;0.959811154;0.875237975;448;40.03
n17;p24;w191;2;0;svmLinear2;tf_idf;smart;simple;0.98;>0;0.955740939;0.880205911;448;26.93
n17;p24;w185;2;0;nnet;tf_idf;smart;simple;0.98;>0;0.959316477;0.884232983;448;26.05
n17;p24;w189;2;0;C5.0Tree;tf_idf;smart;simple;0.98;>0;0.927257712;0.845754611;448;39.65
n17;p24;w187;2;0;JRip;tf_idf;smart;simple;0.98;>0;0.919120386;0.840341463;448;36.03
n17;p25;w196;2;0;knn;freq;none;none;0.99;none;0.88656591;0.791252139;1725;94.59
n17;p25;w198;2;0;lda;freq;none;none;0.99;none;0.635818721;0.570789027;1725;74.87
n17;p25;w194;2;0;J48;freq;none;none;0.99;none;0.9120076;0.823495272;1725;59.36
n17;p25;w200;2;0;ranger;freq;none;none;0.99;none;0.950144263;0.867699811;1725;37.74
n17;p25;w199;2;0;svmLinear2;freq;none;none;0.99;none;0.935902133;0.856576378;1725;34.56
n17;p25;w193;2;0;nnet;freq;none;none;0.99;none;0.940976189;0.845800931;1725;71.19
n17;p25;w197;2;0;C5.0Tree;freq;none;none;0.99;none;0.910994445;0.835379064;1725;32.01
n17;p25;w195;2;0;JRip;freq;none;none;0.99;none;0.909965766;0.813447281;1725;88.68
n17;p26;w204;2;0;knn;freq;none;none;0.99;>0;0.864698723;0.778719689;920;65.97
n17;p26;w206;2;0;lda;freq;none;none;0.99;>0;0.787373951;0.717412856;920;41.35
n17;p26;w202;2;0;J48;freq;none;none;0.99;>0;0.917608415;0.835879312;920;41.74
n17;p26;w208;2;0;ranger;freq;none;none;0.99;>0;0.946589423;0.861900306;920;42.48
n17;p26;w207;2;0;svmLinear2;freq;none;none;0.99;>0;0.938452097;0.8589413;920;34.51
n17;p26;w201;2;0;nnet;freq;none;none;0.99;>0;0.950151508;0.861140161;920;51.14
n17;p26;w205;2;0;C5.0Tree;freq;none;none;0.99;>0;0.912527114;0.834540341;920;35.64
n17;p26;w203;2;0;JRip;freq;none;none;0.99;>0;0.90844448;0.821258539;920;56.59
n17;p27;w212;2;0;knn;freq;none;none;0.98;none;0.88809651;0.806927874;868;46.24
n17;p27;w214;2;0;lda;freq;none;none;0.98;none;0.826045651;0.765496832;868;21.01
n17;p27;w210;2;0;J48;freq;none;none;0.98;none;0.91455032;0.845562169;868;23.04
n17;p27;w216;2;0;ranger;freq;none;none;0.98;none;0.951671758;0.879004203;868;23.98
n17;p27;w215;2;0;svmLinear2;freq;none;none;0.98;none;0.934884838;0.871860029;868;16.31
n17;p27;w209;2;0;nnet;freq;none;none;0.98;none;0.943543747;0.864699474;868;32.8
n17;p27;w213;2;0;C5.0Tree;freq;none;none;0.98;none;0.91149947;0.847538828;868;18.36
n17;p27;w211;2;0;JRip;freq;none;none;0.98;none;0.911496365;0.833850686;868;35.21
n17;p28;w220;2;0;knn;freq;none;none;0.98;>0;0.861647873;0.786125946;581;39.22
n17;p28;w222;2;0;lda;freq;none;none;0.98;>0;0.853506408;0.792522759;581;19.4
n17;p28;w218;2;0;J48;freq;none;none;0.98;>0;0.9135382;0.845843918;581;21.75
n17;p28;w224;2;0;ranger;freq;none;none;0.98;>0;0.947095483;0.873675462;581;25.22
n17;p28;w223;2;0;svmLinear2;freq;none;none;0.98;>0;0.934383952;0.868039326;581;19.03
n17;p28;w217;2;0;nnet;freq;none;none;0.98;>0;0.937950176;0.86464711;581;25.92
n17;p28;w221;2;0;C5.0Tree;freq;none;none;0.98;>0;0.911002724;0.84531992;581;19.95
n17;p28;w219;2;0;JRip;freq;none;none;0.98;>0;0.904365986;0.830570402;581;30.11
n17;p29;w228;2;0;knn;freq;none;simple;0.99;none;0.88401905;0.789228849;1604;93.4
n17;p29;w230;2;0;lda;freq;none;simple;0.99;none;0.593598389;0.533372705;1604;72.19
n17;p29;w226;2;0;J48;freq;none;simple;0.99;none;0.924707748;0.834854122;1604;59.67
n17;p29;w232;2;0;ranger;freq;none;simple;0.99;none;0.955743008;0.87049257;1604;41.98
n17;p29;w231;2;0;svmLinear2;freq;none;simple;0.99;none;0.934891047;0.853333595;1604;38.52
n17;p29;w225;2;0;nnet;freq;none;simple;0.99;none;0.93690287;0.842042247;1604;71.52
n17;p29;w229;2;0;C5.0Tree;freq;none;simple;0.99;none;0.924198583;0.844809256;1604;36.33
n17;p29;w227;2;0;JRip;freq;none;simple;0.99;none;0.9120076;0.814777709;1604;90.86
n17;p3;w20;2;0;knn;tf_idf;none;none;0.98;none;0.856065686;0.777665411;868;46.62
n17;p3;w22;2;0;lda;tf_idf;none;none;0.98;none;0.919631621;0.851950977;868;21.28
n17;p3;w18;2;0;J48;tf_idf;none;none;0.98;none;0.907943594;0.83838032;868;24.25
n17;p3;w24;2;0;ranger;tf_idf;none;none;0.98;none;0.952186098;0.878293225;868;25.31
n17;p3;w23;2;0;svmLinear2;tf_idf;none;none;0.98;none;0.943033547;0.876063263;868;19.04
n17;p3;w17;2;0;nnet;tf_idf;none;none;0.98;none;0.955226599;0.889895067;868;17.01
n17;p3;w21;2;0;C5.0Tree;tf_idf;none;none;0.98;none;0.913037314;0.832281093;868;40.62
n17;p3;w19;2;0;JRip;tf_idf;none;none;0.98;none;0.89317781;0.818275723;868;33.23
n17;p30;w236;2;0;knn;freq;none;simple;0.99;>0;0.857066423;0.776908774;488;50.79
n17;p30;w238;2;0;lda;freq;none;simple;0.99;>0;0.847398498;0.775613501;488;34.49
n17;p30;w234;2;0;J48;freq;none;simple;0.99;>0;0.907930141;0.82975069;488;36.66
n17;p30;w240;2;0;ranger;freq;none;simple;0.99;>0;0.953706348;0.870165633;488;39.13
n17;p30;w239;2;0;svmLinear2;freq;none;simple;0.99;>0;0.926748547;0.849088778;488;33.14
n17;p30;w233;2;0;nnet;freq;none;simple;0.99;>0;0.936438205;0.855833201;488;36.61
n17;p30;w237;2;0;C5.0Tree;freq;none;simple;0.99;>0;0.912503312;0.835106509;488;34.65
n17;p30;w235;2;0;JRip;freq;none;simple;0.99;>0;0.914047365;0.832026274;488;42.98
n17;p31;w244;2;0;knn;freq;none;simple;0.98;none;0.887077145;0.802346372;916;55.46
n17;p31;w246;2;0;lda;freq;none;simple;0.98;none;0.813316527;0.746704111;916;30.51
n17;p31;w242;2;0;J48;freq;none;simple;0.98;none;0.921654828;0.844977149;916;32.28
n17;p31;w248;2;0;ranger;freq;none;simple;0.98;none;0.955231774;0.876724842;916;30.89
n17;p31;w247;2;0;svmLinear2;freq;none;simple;0.98;none;0.931832952;0.860572845;916;24.1
n17;p31;w241;2;0;nnet;freq;none;simple;0.98;none;0.948631257;0.864274027;916;41.48
n17;p31;w245;2;0;C5.0Tree;freq;none;simple;0.98;none;0.924198583;0.852234869;916;25.6
n17;p31;w243;2;0;JRip;freq;none;simple;0.98;none;0.915569685;0.83231276;916;45.31
n17;p32;w252;2;0;knn;freq;none;simple;0.98;>0;0.863678324;0.784008893;610;48
n17;p32;w254;2;0;lda;freq;none;simple;0.98;>0;0.847395394;0.779297988;610;28.53
n17;p32;w250;2;0;J48;freq;none;simple;0.98;>0;0.926238347;0.850510202;610;30.32
n17;p32;w256;2;0;ranger;freq;none;simple;0.98;>0;0.952181958;0.872836484;610;32.47
n17;p32;w255;2;0;svmLinear2;freq;none;simple;0.98;>0;0.932857492;0.859639593;610;26.3
n17;p32;w249;2;0;nnet;freq;none;simple;0.98;>0;0.950656533;0.869478319;610;35.53
n17;p32;w253;2;0;C5.0Tree;freq;none;simple;0.98;>0;0.929290232;0.854936215;610;28.1
n17;p32;w251;2;0;JRip;freq;none;simple;0.98;>0;0.919122456;0.838207951;610;39.89
n17;p33;w260;2;0;knn;freq;default;none;0.99;none;0.86061609;0.76931253;1603;88.77
n17;p33;w262;2;0;lda;freq;default;none;0.99;none;0.6287049;0.566169849;1603;66.07
n17;p33;w258;2;0;J48;freq;default;none;0.99;none;0.9135382;0.827038998;1603;53.46
n17;p33;w264;2;0;ranger;freq;default;none;0.99;none;0.957270503;0.872736638;1603;40.37
n17;p33;w263;2;0;svmLinear2;freq;default;none;0.99;none;0.936918393;0.85820021;1603;33.46
n17;p33;w257;2;0;nnet;freq;default;none;0.99;none;0.964399848;0.871446877;1603;57.63
n17;p33;w261;2;0;C5.0Tree;freq;default;none;0.99;none;0.91302593;0.837947087;1603;30.95
n17;p33;w259;2;0;JRip;freq;default;none;0.99;none;0.906912846;0.811968173;1603;83.38
n17;p34;w268;2;0;knn;freq;default;none;0.99;>0;0.859094804;0.774955789;824;61.74
n17;p34;w270;2;0;lda;freq;default;none;0.99;>0;0.79908371;0.729897341;824;37.43
n17;p34;w266;2;0;J48;freq;default;none;0.99;>0;0.914047365;0.833731713;824;39.6
n17;p34;w272;2;0;ranger;freq;default;none;0.99;>0;0.958791789;0.872403181;824;43.68
n17;p34;w271;2;0;svmLinear2;freq;default;none;0.99;>0;0.930819797;0.852922056;824;32.98
n17;p34;w265;2;0;nnet;freq;default;none;0.99;>0;0.953213742;0.866423991;824;45.54
n17;p34;w269;2;0;C5.0Tree;freq;default;none;0.99;>0;0.914555495;0.836864208;824;34.85
n17;p34;w267;2;0;JRip;freq;default;none;0.99;>0;0.913533025;0.825946475;824;56.35
n17;p35;w276;2;0;knn;freq;default;none;0.98;none;0.869769675;0.791906888;761;42.58
n17;p35;w278;2;0;lda;freq;default;none;0.98;none;0.840788668;0.780246633;761;19.87
n17;p35;w274;2;0;J48;freq;default;none;0.98;none;0.91607885;0.849246172;761;20.7
n17;p35;w280;2;0;ranger;freq;default;none;0.98;none;0.957778633;0.883539201;761;25.21
n17;p35;w279;2;0;svmLinear2;freq;default;none;0.98;none;0.931323788;0.868739687;761;16.16
n17;p35;w273;2;0;nnet;freq;default;none;0.98;none;0.948630222;0.873136412;761;27.58
n17;p35;w277;2;0;C5.0Tree;freq;default;none;0.98;none;0.91607678;0.852647279;761;17.64
n17;p35;w275;2;0;JRip;freq;default;none;0.98;none;0.908449655;0.831510969;761;34.46
n17;p36;w284;2;0;knn;freq;default;none;0.98;>0;0.86264861;0.789113656;486;35.3
n17;p36;w286;2;0;lda;freq;default;none;0.98;>0;0.862661029;0.801556943;486;18.89
n17;p36;w282;2;0;J48;freq;default;none;0.98;>0;0.916588015;0.84990374;486;20.52
n17;p36;w288;2;0;ranger;freq;default;none;0.98;>0;0.953201323;0.879360332;486;25.16
n17;p36;w287;2;0;svmLinear2;freq;default;none;0.98;>0;0.941499843;0.876014035;486;17.88
n17;p36;w281;2;0;nnet;freq;default;none;0.98;>0;0.949646482;0.879306874;486;21.72
n17;p36;w285;2;0;C5.0Tree;freq;default;none;0.98;>0;0.91607885;0.850800487;486;19.24
n17;p36;w283;2;0;JRip;freq;default;none;0.98;>0;0.91607678;0.84168499;486;29.6
n17;p37;w292;2;0;knn;freq;default;simple;0.99;none;0.869261545;0.777075827;1499;88.61
n17;p37;w294;2;0;lda;freq;default;simple;0.99;none;0.572750567;0.515645217;1499;66.77
n17;p37;w290;2;0;J48;freq;default;simple;0.99;none;0.929798362;0.841261777;1499;54.74
n17;p37;w296;2;0;ranger;freq;default;simple;0.99;none;0.965407829;0.877985183;1499;44.56
n17;p37;w295;2;0;svmLinear2;freq;default;simple;0.99;none;0.932853352;0.851556722;1499;38.37
n17;p37;w289;2;0;nnet;freq;default;simple;0.99;none;0.961854023;0.866296833;1499;65.72
n17;p37;w293;2;0;C5.0Tree;freq;default;simple;0.99;none;0.927762737;0.847950857;1499;36.53
n17;p37;w291;2;0;JRip;freq;default;simple;0.99;none;0.917590822;0.822265861;1499;80.44
n17;p38;w300;2;0;knn;freq;default;simple;0.99;>0;0.880965095;0.799956799;421;47.39
n17;p38;w302;2;0;lda;freq;default;simple;0.99;>0;0.86061609;0.788683381;421;32.83
n17;p38;w298;2;0;J48;freq;default;simple;0.99;>0;0.926750617;0.848102593;421;34.72
n17;p38;w304;2;0;ranger;freq;default;simple;0.99;>0;0.963882404;0.879933301;421;38.28
n17;p38;w303;2;0;svmLinear2;freq;default;simple;0.99;>0;0.933871682;0.856310654;421;32.08
n17;p38;w297;2;0;nnet;freq;default;simple;0.99;>0;0.950152543;0.870882503;421;32.61
n17;p38;w301;2;0;C5.0Tree;freq;default;simple;0.99;>0;0.922175376;0.844670645;421;33.5
