"data";"workflow";"accuracy"
"n15";"w112";0.970379097
"n15";"w109";0.927337834
"n15";"w106";0.930136751
"n15";"w105";0.960871228
"n15";"w116";0.862518196
"n15";"w115";0.907781565
"n15";"w118";0.90663298
"n15";"w119";0.959746424
"n15";"w120";0.97205695
"n15";"w117";0.901636947
"n15";"w114";0.899972827
"n15";"w113";0.955861413
"n15";"w124";0.89659459
"n15";"w123";0.912253342
"n15";"w126";0.953596773
"n15";"w127";0.950801578
"n15";"w128";0.970938382
"n15";"w125";0.906094963
"n15";"w122";0.909453187
"n15";"w121";0.954161051
"n15";"w132";0.834538875
"n15";"w131";0.878708689
"n15";"w134";0.807195097
"n15";"w135";0.973173038
"n15";"w136";0.972053193
"n15";"w133";0.912233367
"n15";"w130";0.913348173
"n15";"w129";0.97038413
"n15";"w140";0.927889622
"n15";"w139";0.892127813
"n15";"w142";0.952501958
"n15";"w143";0.946356063
"n15";"w144";0.967585157
"n15";"w141";0.913350676
"n15";"w138";0.925114424
"n15";"w137";0.963683934
"n15";"w148";0.862505684
"n15";"w147";0.868655313
"n15";"w150";0.924531415
"n15";"w151";0.945779268
"n15";"w152";0.961986046
"n15";"w149";0.917270692
"n15";"w146";0.913338169
"n15";"w145";0.950810345
"n15";"w12";0.931799651
"n15";"w11";0.876490329
"n15";"w14";0.954742862
"n15";"w15";0.935715888
"n15";"w16";0.963115872
"n15";"w13";0.910564259
"n15";"w10";0.908325869
"n15";"w9";0.957508016
"n15";"w156";0.912229588
"n15";"w155";0.887095482
"n15";"w158";0.951372137
"n15";"w159";0.941876802
"n15";"w160";0.960316949
"n15";"w157";0.91951159
"n15";"w154";0.917836223
"n15";"w153";0.96142427
"n15";"w164";0.853537075
"n15";"w163";0.89883171
"n15";"w166";0.794935817
"n15";"w167";0.98043375
"n15";"w168";0.975966945
"n15";"w165";0.898825501
"n15";"w162";0.903297294
"n15";"w161";0.872249905
"n15";"w172";0.931798352
"n15";"w171";0.901066377
"n15";"w174";0.954726593
"n15";"w175";0.956388183
"n15";"w176";0.968136945
"n15";"w173";0.930682275
"n15";"w170";0.929008168
"n15";"w169";0.96646033
"n15";"w180";0.866423181
"n15";"w179";0.884853335
"n15";"w182";0.912203338
"n15";"w183";0.956949981
"n15";"w184";0.97148891
"n15";"w181";0.90051586
"n15";"w178";0.899951577
"n15";"w177";0.964783754
"n15";"w188";0.911106021
"n15";"w187";0.898855496
"n15";"w190";0.954154809
"n15";"w191";0.935704624
"n15";"w192";0.968141955
"n15";"w189";0.906088715
"n15";"w186";0.915026037
"n15";"w185";0.956411975
"n15";"w196";0.834548885
"n15";"w195";0.892121537
"n15";"w198";0.71330133
"n15";"w199";0.952488203
"n15";"w200";0.96702837
"n15";"w197";0.904973915
"n15";"w194";0.903857843
"n15";"w193";0.927361581
"n15";"w204";0.868062294
"n15";"w203";0.899967828
"n15";"w206";0.887664787
"n15";"w207";0.953044974
"n15";"w208";0.966464081
"n15";"w205";0.920080873
"n15";"w202";0.917847487
"n15";"w201";0.955820138
"n15";"w212";0.804363688
"n15";"w211";0.868089764
"n15";"w214";0.787043347
"n15";"w215";0.935719628
"n15";"w216";0.963675156
"n15";"w213";0.904966419
"n15";"w210";0.907204804
"n15";"w209";0.925056875
"n15";"w220";0.800991721
"n15";"w219";0.887647253
"n15";"w222";0.885412647
"n15";"w223";0.945204969
"n15";"w224";0.96423444
"n15";"w221";0.912232102
"n15";"w218";0.90888639
"n15";"w217";0.937936739
"n15";"w228";0.849057802
"n15";"w227";0.902716726
"n15";"w230";0.70768726
"n15";"w231";0.949689269
"n15";"w232";0.970386594
"n15";"w229";0.914475525
"n15";"w226";0.9094432
"n15";"w225";0.930148054
"n15";"w20";0.869208361
"n15";"w19";0.869756364
"n15";"w22";0.863600511
"n15";"w23";0.945221243
"n15";"w24";0.963115872
"n15";"w21";0.897705662
"n15";"w18";0.904419596
"n15";"w17";0.967012118
"n15";"w236";0.869722618
"n15";"w235";0.917276928
"n15";"w238";0.879824766
"n15";"w239";0.956391928
"n15";"w240";0.966471588
"n15";"w237";0.923997116
"n15";"w234";0.924557648
"n15";"w233";0.937348669
"n15";"w244";0.837337821
"n15";"w243";0.906645497
"n15";"w246";0.784753649
"n15";"w247";0.936846951
"n15";"w248";0.969819802
"n15";"w245";0.914476774
"n15";"w242";0.910002484
"n15";"w241";0.944078883
"n15";"w252";0.838431359
"n15";"w251";0.911685307
"n15";"w254";0.884287781
"n15";"w255";0.941860506
"n15";"w256";0.96422569
"n15";"w253";0.909998722
"n15";"w250";0.914485529
"n15";"w249";0.935162818
"n15";"w260";0.85130496
"n15";"w259";0.894363735
"n15";"w262";0.698787396
"n15";"w263";0.950248559
"n15";"w264";0.972617482
"n15";"w261";0.900494631
"n15";"w258";0.901615702
"n15";"w257";0.910626758
"n15";"w268";0.909438167
"n15";"w267";0.907777826
"n15";"w270";0.891006748
"n15";"w271";0.953624271
"n15";"w272";0.968143198
"n15";"w269";0.917839974
"n15";"w266";0.92231675
"n15";"w265";0.950258557
"n15";"w276";0.845727083
"n15";"w275";0.906101216
"n15";"w278";0.818882598
"n15";"w279";0.939628363
"n15";"w280";0.966471593
"n15";"w277";0.903850342
"n15";"w274";0.902735519
"n15";"w273";0.947444603
"n15";"w284";0.900498343
"n15";"w283";0.89159605
"n15";"w286";0.890995495
"n15";"w287";0.943525852
"n15";"w288";0.964797486
"n15";"w285";0.920085872
"n15";"w282";0.91448928
"n15";"w281";0.944086407
"n15";"w292";0.862483157
"n15";"w291";0.92398836
"n15";"w294";0.684761487
"n15";"w295";0.94913499
"n15";"w296";0.975408915
"n15";"w293";0.911132321
"n15";"w290";0.912253386
"n15";"w289";0.963100869
"n15";"w300";0.909977437
"n15";"w299";0.92511944
"n15";"w302";0.883729768
"n15";"w303";0.960304426
"n15";"w304";0.966472847
"n15";"w301";0.923987112
"n15";"w298";0.9223205
"n15";"w297";0.948569424
"n15";"w308";0.855782972
"n15";"w307";0.921188177
"n15";"w310";0.80434494
"n15";"w311";0.932930697
"n15";"w312";0.970934625
"n15";"w309";0.91503982
"n15";"w306";0.910573037
"n15";"w305";0.954704072
"n15";"w28";0.91728944
"n15";"w27";0.875907286
"n15";"w30";0.950259822
"n15";"w31";0.951368381
"n15";"w32";0.96143302
"n15";"w29";0.90552568
"n15";"w26";0.899936579
"n15";"w25";0.964214449
"n15";"w316";0.894884201
"n15";"w315";0.906683
"n15";"w318";0.884840817
"n15";"w319";0.935154085
"n15";"w320";0.96814195
"n15";"w317";0.916713921
"n15";"w314";0.921195713
"n15";"w313";0.947998893
"n15";"w324";0.873103364
"n15";"w323";0.898856756
"n15";"w326";0.650110779
"n15";"w327";0.950820349
"n15";"w328";0.973731057
"n15";"w325";0.909443205
"n15";"w322";0.913909993
"n15";"w321";0.949153766
"n15";"w332";0.92564495
"n15";"w331";0.909464439
"n15";"w334";0.891558525
"n15";"w335";0.956964984
"n15";"w336";0.967023359
"n15";"w333";0.917838709
"n15";"w330";0.913922472
"n15";"w329";0.954725345
"n15";"w340";0.863622993
"n15";"w339";0.904419607
"n15";"w342";0.861377073
"n15";"w343";0.944102642
"n15";"w344";0.967582655
"n15";"w341";0.911123549
"n15";"w338";0.916150875
"n15";"w337";0.94409893
"n15";"w348";0.899941556
"n15";"w347";0.916736409
"n15";"w350";0.88652747
"n15";"w351";0.947445874
"n15";"w352";0.965354274
"n15";"w349";0.923977108
"n15";"w346";0.918952289
"n15";"w345";0.94578177
"n15";"w356";0.87087121
"n15";"w355";0.917290677
"n15";"w358";0.623889359
"n15";"w359";0.949131244
"n15";"w360";0.975961946
"n15";"w357";0.925636223
"n15";"w354";0.925075685
"n15";"w353";0.960891242
"n15";"w364";0.920047093
"n15";"w363";0.924550158
"n15";"w366";0.879262974
"n15";"w367";0.953034958
"n15";"w368";0.966467843
"n15";"w365";0.92454639
"n15";"w362";0.9278896
"n15";"w361";0.964781224
"n15";"w372";0.87647031
"n15";"w371";0.925099438
"n15";"w374";0.827826195
"n15";"w375";0.937408721
"n15";"w376";0.972050697
"n15";"w373";0.92731033
"n15";"w370";0.923399075
"n15";"w369";0.94408265
"n15";"w380";0.912793883
"n15";"w379";0.918957272
"n15";"w382";0.875336738
"n15";"w383";0.931244073
"n15";"w384";0.969813555
"n15";"w381";0.920060887
"n15";"w378";0.928450149
"n15";"w377";0.941850536
"n15";"w36";0.864171042
"n15";"w35";0.884862135
"n15";"w38";0.84193587
"n15";"w39";0.979873217
"n15";"w40";0.972614986
"n15";"w37";0.919525323
"n15";"w34";0.915611571
"n15";"w33";0.982673389
"n15";"w44";0.944096411
"n15";"w43";0.902198723
"n15";"w46";0.953609279
"n15";"w47";0.953048741
"n15";"w48";0.969265528
"n15";"w45";0.928457639
"n15";"w42";0.931805854
"n15";"w41";0.965901063
"n15";"w52";0.866986233
"n15";"w51";0.879833538
"n15";"w54";0.884286589
"n15";"w55";0.959192133
"n15";"w56";0.967587671
"n15";"w53";0.916731399
"n15";"w50";0.917288175
"n15";"w49";0.969243024
"n15";"w60";0.913379439
"n15";"w59";0.884270298
"n15";"w62";0.945216255
"n15";"w63";0.950258568
"n15";"w64";0.9664666
"n15";"w61";0.921751212
"n15";"w58";0.920633892
"n15";"w57";0.958626585
"n15";"w68";0.821123519
"n15";"w67";0.884315307
"n15";"w70";0.864796581
"n15";"w71";0.966469108
"n15";"w72";0.975413914
"n15";"w69";0.912240863
"n15";"w66";0.914467996
"n15";"w65";0.968713763
"n16";"w4";0.829754239
"n16";"w8";0.9680393
"n16";"w3";0.850649351
"n16";"w6";0.85731987
"n16";"w7";0.97848156
"n16";"w2";0.912705305
"n16";"w5";0.9077913
"n16";"w1";0.98094764
"n16";"w76";0.920102032
"n16";"w80";0.966196548
"n16";"w75";0.877679404
"n16";"w78";0.959435253
"n16";"w79";0.963735007
"n16";"w74";0.909047034
"n16";"w77";0.909039469
"n16";"w73";0.976643347
"n16";"w84";0.847587175
"n16";"w88";0.969883565
"n16";"w83";0.859866136
"n16";"w86";0.897350553
"n16";"w87";0.96251407
"n16";"w82";0.910879195
"n16";"w85";0.905341862
"n16";"w81";0.972962382
"n16";"w92";0.915192566
"n16";"w96";0.96558381
"n16";"w91";0.85802641
"n16";"w94";0.96004799
"n16";"w95";0.966198061
"n16";"w90";0.923176311
"n16";"w93";0.919474165
"n16";"w89";0.973563017
"n16";"w100";0.837123734
"n16";"w104";0.974183319
"n16";"w99";0.891816245
"n16";"w102";0.858534755
"n16";"w103";0.98093705
"n16";"w98";0.921327508
"n16";"w101";0.920707205
"n16";"w97";0.982791905
"n16";"w108";0.92870608
"n16";"w112";0.969273853
"n16";"w107";0.877686968
"n16";"w110";0.969883565
"n16";"w111";0.959432227
"n16";"w106";0.927471527
"n16";"w109";0.925627262
"n16";"w105";0.9778779
"n16";"w116";0.856800934
"n16";"w120";0.974184832
"n16";"w115";0.88443616
"n16";"w118";0.88628799
"n16";"w119";0.9662026
"n16";"w114";0.920711744
"n16";"w117";0.920707205
"n16";"w113";0.982793418
"n16";"w124";0.917035318
"n16";"w128";0.968040813
"n16";"w123";0.882591896
"n16";"w126";0.962508019
"n16";"w127";0.973576633
"n16";"w122";0.933615546
"n16";"w125";0.935455272
"n16";"w121";0.977873361
"n16";"w132";0.842648963
"n16";"w136";0.974799083
"n16";"w131";0.87339024
"n16";"w134";0.890580179
"n16";"w135";0.973570581
"n16";"w130";0.909662798
"n16";"w133";0.907815507
"n16";"w129";0.971715726
"n16";"w140";0.92562121
"n16";"w144";0.967423536
"n16";"w139";0.875225427
"n16";"w142";0.966804747
"n16";"w143";0.964337154
"n16";"w138";0.910880708
"n16";"w141";0.918256254
"n16";"w137";0.974181806
"n16";"w148";0.870322013
"n16";"w152";0.968656576
"n16";"w147";0.851260575
"n16";"w150";0.92625059
"n16";"w151";0.961279517
"n16";"w146";0.9139565
"n16";"w149";0.902899989
"n16";"w145";0.966821389
"n16";"w12";0.939768642
"n16";"w16";0.963738033
"n16";"w11";0.848186296
"n16";"w14";0.961276491
"n16";"w15";0.955751262
"n16";"w10";0.909650694
"n16";"w13";0.907186127
"n16";"w9";0.976026071
"n16";"w156";0.934850099
"n16";"w160";0.96496956
"n16";"w155";0.85431216
"n16";"w158";0.967423536
"n16";"w159";0.971118118
"n16";"w154";0.917021702
"n16";"w157";0.907806429
"n16";"w153";0.894946503
"n16";"w164";0.851254524
"n16";"w168";0.978486099
"n16";"w163";0.879526694
"n16";"w166";0.857922017
"n16";"w167";0.977868823
"n16";"w162";0.925011498
"n16";"w165";0.911488907
"n16";"w161";0.977873361
"n16";"w172";0.933615546
"n16";"w176";0.969886591
"n16";"w171";0.884437673
"n16";"w174";0.971113579
"n16";"w175";0.962498941
"n16";"w170";0.925005447
"n16";"w173";0.920698128
"n16";"w169";0.886345481
"n16";"w180";0.884457341
"n16";"w184";0.971112066
"n16";"w179";0.877699072
"n16";"w182";0.928091829
"n16";"w183";0.971118118
"n16";"w178";0.92685425
"n16";"w181";0.913933806
"n16";"w177";0.880206001
"n16";"w188";0.926866354
"n16";"w192";0.968042326
"n16";"w187";0.877688481
"n16";"w190";0.965585323
"n16";"w191";0.971116605
"n16";"w186";0.922543905
"n16";"w189";0.926846685
"n16";"w185";0.974183319
"n16";"w196";0.828528764
"n16";"w200";0.969263262
"n16";"w195";0.861692245
"n16";"w198";0.700026325
"n16";"w199";0.938520473
"n16";"w194";0.917020189
"n16";"w197";0.923161182
"n16";"w193";0.953295772
"n16";"w204";0.876447876
"n16";"w208";0.966804747
"n16";"w203";0.878907905
"n16";"w206";0.877074231
"n16";"w207";0.948982402
"n16";"w202";0.917020189
"n16";"w205";0.92009598
"n16";"w201";0.958202213
"n16";"w212";0.824222958
"n16";"w216";0.96680626
"n16";"w211";0.854935489
"n16";"w214";0.695130475
"n16";"w215";0.930550344
"n16";"w210";0.917637465
"n16";"w213";0.917632926
"n16";"w209";0.949596652
"n16";"w220";0.810713983
"n16";"w224";0.963733494
"n16";"w219";0.863548614
"n16";"w222";0.8518718
"n16";"w223";0.934850099
"n16";"w218";0.925008472
"n16";"w221";0.923779971
"n16";"w217";0.947145701
"n16";"w228";0.855573946
"n16";"w232";0.968647499
"n16";"w227";0.865377749
"n16";"w230";0.682813691
"n16";"w231";0.947746336
"n16";"w226";0.932382506
"n16";"w229";0.930539754
"n16";"w225";0.929933068
"n16";"w20";0.833460924
"n16";"w24";0.966807773
"n16";"w19";0.821749313
"n16";"w22";0.843872926
"n16";"w23";0.971115092
"n16";"w18";0.905948548
"n16";"w21";0.905948548
"n16";"w17";0.976647886
"n16";"w236";0.890583205
"n16";"w240";0.96618747
"n16";"w235";0.885681304
"n16";"w238";0.867241682
"n16";"w239";0.950216955
"n16";"w234";0.937294998
"n16";"w237";0.926238487
"n16";"w233";0.966198061
"n16";"w244";0.850047203
"n16";"w248";0.968036274
"n16";"w243";0.888144358
"n16";"w246";0.707420026
"n16";"w247";0.944681134
"n16";"w242";0.929922477
"n16";"w245";0.929922477
"n16";"w241";0.923135462
"n16";"w252";0.843269266
"n16";"w256";0.966809286
"n16";"w251";0.88198521
"n16";"w254";0.858014306
"n16";"w255";0.944679621
"n16";"w250";0.929314278
"n16";"w253";0.934844047
"n16";"w249";0.958221881
"n16";"w260";0.862321625
"n16";"w264";0.975413333
"n16";"w259";0.889371346
"n16";"w262";0.700658731
"n16";"w263";0.9379153
"n16";"w258";0.920713257
"n16";"w261";0.918256254
"n16";"w257";0.974800595
"n16";"w268";0.930535215
"n16";"w272";0.964353796
"n16";"w267";0.894270222
"n16";"w270";0.868470183
"n16";"w271";0.954507631
"n16";"w266";0.923170259
"n16";"w269";0.917640491
"n16";"w265";0.974799083
"n16";"w276";0.853119969
"n16";"w280";0.970500841
"n16";"w275";0.866612302
"n16";"w278";0.738149199
"n16";"w279";0.928707593
"n16";"w274";0.920708718
"n16";"w277";0.920097493
"n16";"w273";0.962509531
"n16";"w284";0.900430883
"n16";"w288";0.966192009
"n16";"w283";0.881965541
"n16";"w286";0.863544075
"n16";"w287";0.944072935
"n16";"w282";0.922549957
"n16";"w285";0.925014524
"n16";"w281";0.961890742
"n16";"w292";0.874002977
"n16";"w296";0.972336028
"n16";"w291";0.880142458
"n16";"w294";0.667463478
"n16";"w295";0.944066884
"n16";"w290";0.926236974
"n16";"w293";0.925008472
"n16";"w289";0.972962382
"n16";"w300";0.928081238
"n16";"w304";0.969886591
"n16";"w299";0.873385701
"n16";"w302";0.875239043
"n16";"w303";0.950216955
"n16";"w298";0.932382506
"n16";"w301";0.929922477
"n16";"w297";0.970488738
"n16";"w308";0.867249247
"n16";"w312";0.972340567
"n16";"w307";0.886899214
"n16";"w310";0.739994977
"n16";"w311";0.930550344
"n16";"w306";0.925014524
"n16";"w309";0.926857276
"n16";"w305";0.960668293
"n16";"w28";0.909051573
"n16";"w32";0.96496956
"n16";"w27";0.850015432
"n16";"w30";0.952664879
"n16";"w31";0.969886591
"n16";"w26";0.923168746
"n16";"w29";0.913950448
"n16";"w25";0.973573607
"n16";"w316";0.893052311
"n16";"w320";0.968040813
"n16";"w315";0.877068179
"n16";"w318";0.869689607
"n16";"w319";0.945915687
"n16";"w314";0.928692463
"n16";"w317";0.93115703
"n16";"w313";0.964361361
"n16";"w324";0.892439573
"n16";"w328";0.972954818
"n16";"w323";0.888748018
"n16";"w326";0.661926145
"n16";"w327";0.936685286
"n16";"w322";0.905951574
"n16";"w325";0.915181976
"n16";"w321";0.96927234
"n16";"w332";0.934222232
"n16";"w336";0.969267801
"n16";"w331";0.892430496
"n16";"w334";0.879535772
"n16";"w335";0.95758191
"n16";"w330";0.928090316
"n16";"w333";0.917643517
"n16";"w329";0.963739546
"n16";"w340";0.886300093
"n16";"w344";0.968655063
"n16";"w339";0.891212585
"n16";"w342";0.799630239
"n16";"w343";0.941000169
"n16";"w338";0.912098619
"n16";"w341";0.9157932
"n16";"w337";0.958816463
"n16";"w348";0.905959139
"n16";"w352";0.963123782
"n16";"w347";0.905340349
"n16";"w350";0.871535384
"n16";"w351";0.959438278
"n16";"w346";0.92009598
"n16";"w349";0.924401786
"n16";"w345";0.961886203
"n16";"w356";0.902881834
"n16";"w360";0.977868823
"n16";"w355";0.898568463
"n16";"w358";0.653328149
"n16";"w359";0.938534089
"n16";"w354";0.920091442
"n16";"w357";0.922556009
"n16";"w353";0.969275366
"n16";"w364";0.92992399
"n16";"w368";0.967422023
"n16";"w363";0.896727224
"n16";"w366";0.866636509
"n16";"w367";0.954516709
"n16";"w362";0.925006959
"n16";"w365";0.918855376
"n16";"w361";0.965576246
"n16";"w372";0.896132642
"n16";"w376";0.97110904
"n16";"w371";0.89242747
"n16";"w374";0.800235412
"n16";"w375";0.942839895
"n16";"w370";0.92745791
"n16";"w373";0.928697002
"n16";"w369";0.966819876
"n16";"w380";0.920711744
"n16";"w384";0.968655063
"n16";"w379";0.895495697
"n16";"w382";0.869688094
"n16";"w383";0.947758439
"n16";"w378";0.930541267
"n16";"w381";0.929925503
"n16";"w377";0.964355309
"n16";"w36";0.839589814
"n16";"w40";0.969882052
"n16";"w35";0.86046677
"n16";"w38";0.762082279
"n16";"w39";0.982784341
"n16";"w34";0.92131843
"n16";"w37";0.914561673
"n16";"w33";0.982179168
"n16";"w44";0.930548831
"n16";"w48";0.969882052
"n16";"w43";0.869697171
"n16";"w46";0.97296087
"n16";"w47";0.953286695
"n16";"w42";0.931768255
"n16";"w45";0.929927016
"n16";"w41";0.886354559
"n16";"w52";0.840223732
"n16";"w56";0.968652038
"n16";"w51";0.862311035
"n16";"w54";0.839568633
"n16";"w55";0.971726317
"n16";"w50";0.918861427
"n16";"w53";0.911488907
"n16";"w49";0.977874874
"n16";"w60";0.90719823
"n16";"w64";0.968040813
"n16";"w59";0.87829668
"n16";"w62";0.956362487
"n16";"w63";0.968653551
"n16";"w58";0.926233948
"n16";"w61";0.922545418
"n16";"w57";0.982791905
"n16";"w68";0.827295724
"n16";"w72";0.972956331
"n16";"w67";0.866615328
"n16";"w70";0.913343762
"n16";"w71";0.976024558
"n16";"w66";0.917021702
"n16";"w69";0.907196718
"n16";"w65";0.987093172
"n17";"w4";0.854568203
"n17";"w6";0.666281688
"n17";"w2";0.908959855
"n17";"w8";0.953204428
"n17";"w7";0.964394673
"n17";"w1";0.966941533
"n17";"w5";0.912525044
"n17";"w3";0.90387131
"n17";"w76";0.883024523
"n17";"w78";0.911995182
"n17";"w74";0.903368354
"n17";"w80";0.955746113
"n17";"w79";0.962352839
"n17";"w73";0.965913889
"n17";"w77";0.904384614
"n17";"w75";0.909457636
"n17";"w84";0.83979
"n17";"w86";0.930308562
"n17";"w82";0.901330659
"n17";"w88";0.954217583
"n17";"w87";0.930312702
"n17";"w81";0.953210637
"n17";"w85";0.90895468
"n17";"w83";0.910470791
"n17";"w92";0.895736054
"n17";"w94";0.937431697
"n17";"w90";0.901843964
"n17";"w96";0.954219653
"n17";"w95";0.945572128
"n17";"w89";0.963375308
"n17";"w93";0.905909004
"n17";"w91";0.907420976
"n17";"w100";0.809276323
"n17";"w102";0.614443106
"n17";"w98";0.922161923
"n17";"w104";0.962866143
"n17";"w103";0.967957793
"n17";"w97";0.972540278
"n17";"w101";0.922673157
"n17";"w99";0.913020756
"n17";"w108";0.909981289
"n17";"w110";0.939473532
"n17";"w106";0.925722973
"n17";"w112";0.960831553
"n17";"w111";0.954731923
"n17";"w105";0.965423352
"n17";"w109";0.926748547
"n17";"w107";0.917085796
"n17";"w116";0.842341
"n17";"w118";0.925732287
"n17";"w114";0.919620237
"n17";"w120";0.962359048
"n17";"w119";0.957268433
"n17";"w113";0.964397778
"n17";"w117";0.924704643
"n17";"w115";0.915559336
"n17";"w124";0.906925265
"n17";"w126";0.948625048
"n17";"w122";0.917583578
"n17";"w128";0.958795928
"n17";"w127";0.956253208
"n17";"w121";0.963887578
"n17";"w125";0.925724008
"n17";"w123";0.90743236
"n17";"w132";0.799610468
"n17";"w134";0.744673431
"n17";"w130";0.912017949
"n17";"w136";0.956250103
"n17";"w135";0.964389499
"n17";"w129";0.972536138
"n17";"w133";0.911504645
"n17";"w131";0.90488343
"n17";"w140";0.877421638
"n17";"w142";0.925725043
"n17";"w138";0.905408118
"n17";"w144";0.953705314
"n17";"w143";0.963880334
"n17";"w137";0.976599109
"n17";"w141";0.909979219
"n17";"w139";0.914548251
"n17";"w148";0.835204411
"n17";"w150";0.943536503
"n17";"w146";0.910490454
"n17";"w152";0.951672793
"n17";"w151";0.936919428
"n17";"w145";0.956764443
"n17";"w149";0.911505679
"n17";"w147";0.907420976
"n17";"w12";0.892184318
"n17";"w14";0.902835387
"n17";"w10";0.90539777
"n17";"w16";0.952695263
"n17";"w15";0.960829484
"n17";"w9";0.968968879
"n17";"w13";0.911000654
"n17";"w11";0.897269758
"n17";"w156";0.887077145
"n17";"w158";0.949132143
"n17";"w154";0.905915214
"n17";"w160";0.948620908
"n17";"w159";0.943534433
"n17";"w153";0.952186098
"n17";"w157";0.908967099
"n17";"w155";0.899791781
"n17";"w164";0.808763019
"n17";"w166";0.776210612
"n17";"w162";0.930810483
"n17";"w168";0.962866143
"n17";"w167";0.965414038
"n17";"w161";0.967447593
"n17";"w165";0.932343152
"n17";"w163";0.920652021
"n17";"w172";0.898783799
"n17";"w174";0.942523347
"n17";"w170";0.929797328
"n17";"w176";0.958794893
"n17";"w175";0.952694228
"n17";"w169";0.963378413
"n17";"w173";0.928781067
"n17";"w171";0.913020756
"n17";"w180";0.84589791
"n17";"w182";0.944554833
"n17";"w178";0.931318613
"n17";"w184";0.960322388
"n17";"w183";0.955237983
"n17";"w177";0.962875457
"n17";"w181";0.928783137
"n17";"w179";0.918609152
"n17";"w188";0.8896209
"n17";"w190";0.951673828
"n17";"w186";0.928271902
"n17";"w192";0.959811154
"n17";"w191";0.955740939
"n17";"w185";0.959316477
"n17";"w189";0.927257712
"n17";"w187";0.919120386
"n17";"w196";0.88656591
"n17";"w198";0.635818721
"n17";"w194";0.9120076
"n17";"w200";0.950144263
"n17";"w199";0.935902133
"n17";"w193";0.940976189
"n17";"w197";0.910994445
"n17";"w195";0.909965766
"n17";"w204";0.864698723
"n17";"w206";0.787373951
"n17";"w202";0.917608415
"n17";"w208";0.946589423
"n17";"w207";0.938452097
"n17";"w201";0.950151508
"n17";"w205";0.912527114
"n17";"w203";0.90844448
"n17";"w212";0.88809651
"n17";"w214";0.826045651
"n17";"w210";0.91455032
"n17";"w216";0.951671758
"n17";"w215";0.934884838
"n17";"w209";0.943543747
"n17";"w213";0.91149947
"n17";"w211";0.911496365
"n17";"w220";0.861647873
"n17";"w222";0.853506408
"n17";"w218";0.9135382
"n17";"w224";0.947095483
"n17";"w223";0.934383952
"n17";"w217";0.937950176
"n17";"w221";0.911002724
"n17";"w219";0.904365986
"n17";"w228";0.88401905
"n17";"w230";0.593598389
"n17";"w226";0.924707748
"n17";"w232";0.955743008
"n17";"w231";0.934891047
"n17";"w225";0.93690287
"n17";"w229";0.924198583
"n17";"w227";0.9120076
"n17";"w20";0.856065686
"n17";"w22";0.919631621
"n17";"w18";0.907943594
"n17";"w24";0.952186098
"n17";"w23";0.943033547
"n17";"w17";0.955226599
"n17";"w21";0.913037314
"n17";"w19";0.89317781
"n17";"w236";0.857066423
"n17";"w238";0.847398498
"n17";"w234";0.907930141
"n17";"w240";0.953706348
"n17";"w239";0.926748547
"n17";"w233";0.936438205
"n17";"w237";0.912503312
"n17";"w235";0.914047365
"n17";"w244";0.887077145
"n17";"w246";0.813316527
"n17";"w242";0.921654828
"n17";"w248";0.955231774
"n17";"w247";0.931832952
"n17";"w241";0.948631257
"n17";"w245";0.924198583
"n17";"w243";0.915569685
"n17";"w252";0.863678324
"n17";"w254";0.847395394
"n17";"w250";0.926238347
"n17";"w256";0.952181958
"n17";"w255";0.932857492
"n17";"w249";0.950656533
"n17";"w253";0.929290232
"n17";"w251";0.919122456
"n17";"w260";0.86061609
"n17";"w262";0.6287049
"n17";"w258";0.9135382
"n17";"w264";0.957270503
"n17";"w263";0.936918393
"n17";"w257";0.964399848
"n17";"w261";0.91302593
"n17";"w259";0.906912846
"n17";"w268";0.859094804
"n17";"w270";0.79908371
"n17";"w266";0.914047365
"n17";"w272";0.958791789
"n17";"w271";0.930819797
"n17";"w265";0.953213742
"n17";"w269";0.914555495
"n17";"w267";0.913533025
"n17";"w276";0.869769675
"n17";"w278";0.840788668
"n17";"w274";0.91607885
"n17";"w280";0.957778633
"n17";"w279";0.931323788
"n17";"w273";0.948630222
"n17";"w277";0.91607678
"n17";"w275";0.908449655
"n17";"w284";0.86264861
"n17";"w286";0.862661029
"n17";"w282";0.916588015
"n17";"w288";0.953201323
"n17";"w287";0.941499843
"n17";"w281";0.949646482
"n17";"w285";0.91607885
"n17";"w283";0.91607678
"n17";"w292";0.869261545
"n17";"w294";0.572750567
"n17";"w290";0.929798362
"n17";"w296";0.965407829
"n17";"w295";0.932853352
"n17";"w289";0.961854023
"n17";"w293";0.927762737
"n17";"w291";0.917590822
"n17";"w300";0.880965095
"n17";"w302";0.86061609
"n17";"w298";0.926750617
"n17";"w304";0.963882404
"n17";"w303";0.933871682
"n17";"w297";0.950152543
"n17";"w301";0.922175376
"n17";"w299";0.917597031
"n17";"w308";0.868239076
"n17";"w310";0.833658288
"n17";"w306";0.928780032
"n17";"w312";0.963376343
"n17";"w311";0.931325857
"n17";"w305";0.960840867
"n17";"w309";0.926744407
"n17";"w307";0.924721201
"n17";"w28";0.895738124
"n17";"w30";0.939462148
"n17";"w26";0.905906935
"n17";"w32";0.953713593
"n17";"w31";0.942522312
"n17";"w25";0.955747148
"n17";"w29";0.910492524
"n17";"w27";0.90081425
"n17";"w316";0.862651715
"n17";"w318";0.867731981
"n17";"w314";0.926242487
