"data";"pstrat";"user.x";"no.terms";"user.y";"workflow";"algorithm";"accuracy"
"n19";"p41";12.8700000000026;1620;201.33;"w323";"JRip";0.833271826
"n19";"p41";12.8700000000026;1620;86.5;"w328";"ranger";0.932655547
"n19";"p41";12.8700000000026;1620;106.28;"w321";"nnet";0.661498352
"n19";"p41";12.8700000000026;1620;85.35;"w326";"lda";0.65718958
"n19";"p41";12.8700000000026;1620;179.81;"w324";"knn";0.787900918
"n19";"p41";12.8700000000026;1620;49.47;"w325";"C5.0Tree";0.855953393
"n19";"p41";12.8700000000026;1620;98.53;"w322";"J48";0.852351606
"n19";"p42";34.5;489;16.38;"w335";"svmLinear2";0.884403831
"n19";"p42";34.5;489;49.61;"w331";"JRip";0.823544565
"n19";"p42";34.5;489;33.46;"w336";"ranger";0.917530011
"n19";"p42";34.5;489;17.89;"w329";"nnet";0.736371882
"n19";"p42";34.5;489;8.24;"w334";"lda";0.817067672
"n19";"p42";34.5;489;50.16;"w332";"knn";0.837958452
"n19";"p42";34.5;489;13.98;"w333";"C5.0Tree";0.852711318
"n19";"p42";34.5;489;22.53;"w330";"J48";0.854151722
"n19";"p43";12.7799999999988;656;28.72;"w343";"svmLinear2";0.848393216
"n19";"p43";12.7799999999988;656;65.58;"w339";"JRip";0.822470611
"n19";"p43";12.7799999999988;656;40.95;"w344";"ranger";0.923654967
"n19";"p43";12.7799999999988;656;34.51;"w337";"nnet";0.647459208
"n19";"p43";12.7799999999988;656;13.42;"w342";"lda";0.7889785
"n19";"p43";12.7799999999988;656;67.08;"w340";"knn";0.788623453
"n19";"p43";12.7799999999988;656;31.89;"w341";"C5.0Tree";0.84766809
"n19";"p43";12.7799999999988;656;28.65;"w338";"J48";0.853430224
"n19";"p44";19.0499999999956;375;13.69;"w351";"svmLinear2";0.874679162
"n19";"p44";19.0499999999956;375;35.75;"w347";"JRip";0.820307155
"n19";"p44";19.0499999999956;375;28.67;"w352";"ranger";0.917171335
"n19";"p44";19.0499999999956;375;9.15;"w345";"nnet";0.663283955
"n19";"p44";19.0499999999956;375;6.44;"w350";"lda";0.796181038
"n19";"p44";19.0499999999956;375;35.84;"w348";"knn";0.83111459
"n19";"p44";19.0499999999956;375;10.86;"w349";"C5.0Tree";0.850190222
"n19";"p44";19.0499999999956;375;17.54;"w346";"J48";0.849469761
"n19";"p45";24.7000000000044;1533;72.6;"w359";"svmLinear2";0.885125329
"n19";"p45";24.7000000000044;1533;191.94;"w355";"JRip";0.839753903
"n19";"p45";24.7000000000044;1533;75.75;"w360";"ranger";0.940221425
"n19";"p45";24.7000000000044;1533;112.68;"w353";"nnet";0.654651898
"n19";"p45";24.7000000000044;1533;73.72;"w358";"lda";0.693911326
"n19";"p45";24.7000000000044;1533;168.08;"w356";"knn";0.804113366
"n19";"p45";24.7000000000044;1533;50.1;"w357";"C5.0Tree";0.851638919
"n19";"p45";24.7000000000044;1533;106.24;"w354";"J48";0.858478117
"n19";"p46";43.5599999999977;501;16.11;"w367";"svmLinear2";0.894487177
"n19";"p46";43.5599999999977;501;44.54;"w363";"JRip";0.828229117
"n19";"p46";43.5599999999977;501;36.8;"w368";"ranger";0.930137561
"n19";"p46";43.5599999999977;501;19.5;"w361";"nnet";0.821046275
"n19";"p46";43.5599999999977;501;9.39;"w366";"lda";0.818504447
"n19";"p46";43.5599999999977;501;51.38;"w364";"knn";0.845878859
"n19";"p46";43.5599999999977;501;14.75;"w365";"C5.0Tree";0.861716045
"n19";"p46";43.5599999999977;501;26.5;"w362";"J48";0.864957083
"n19";"p47";24.3300000000017;746;31.92;"w375";"svmLinear2";0.866401115
"n19";"p47";24.3300000000017;746;69.22;"w371";"JRip";0.830042709
"n19";"p47";24.3300000000017;746;45.25;"w376";"ranger";0.934097506
"n19";"p47";24.3300000000017;746;43.58;"w369";"nnet";0.646372297
"n19";"p47";24.3300000000017;746;17.5;"w374";"lda";0.788621898
"n19";"p47";24.3300000000017;746;76.28;"w372";"knn";0.805911409
"n19";"p47";24.3300000000017;746;21.7;"w373";"C5.0Tree";0.856319843
"n19";"p47";24.3300000000017;746;32.85;"w370";"J48";0.856319843
"n19";"p48";31.9799999999959;291;10.15;"w383";"svmLinear2";0.897009309
"n19";"p48";31.9799999999959;291;21.16;"w379";"JRip";0.833275455
"n19";"p48";31.9799999999959;291;19.39;"w384";"ranger";0.922211971
"n19";"p48";31.9799999999959;291;7.74;"w377";"nnet";0.738913192
"n19";"p48";31.9799999999959;291;4.96;"w382";"lda";0.792584952
"n19";"p48";31.9799999999959;291;19.34;"w380";"knn";0.8433588
"n19";"p48";31.9799999999959;291;7.78;"w381";"C5.0Tree";0.855595754
"n19";"p48";31.9799999999959;291;11.31;"w378";"J48";0.86387691
"n19";"p5";18.2399999999998;1799;113.41;"w39";"svmLinear2";0.942740966
"n19";"p5";18.2399999999998;1799;197.33;"w35";"JRip";0.795842058
"n19";"p5";18.2399999999998;1799;75.86;"w40";"ranger";0.931577447
"n19";"p5";18.2399999999998;1799;89.06;"w33";"nnet";0.779277673
"n19";"p5";18.2399999999998;1799;103.16;"w38";"lda";0.763055895
"n19";"p5";18.2399999999998;1799;206.59;"w36";"knn";0.79329712
"n19";"p5";18.2399999999998;1799;123.54;"w37";"C5.0Tree";0.850555118
"n19";"p5";18.2399999999998;1799;119.28;"w34";"J48";0.838307798
"n19";"p6";42.8999999999996;724;30.75;"w47";"svmLinear2";0.933021479
"n19";"p6";42.8999999999996;724;65.41;"w43";"JRip";0.80626542
"n19";"p6";42.8999999999996;724;45.05;"w48";"ranger";0.92509537
"n19";"p6";42.8999999999996;724;29.24;"w41";"nnet";0.819588767
"n19";"p6";42.8999999999996;724;17.61;"w46";"lda";0.930143263
"n19";"p6";42.8999999999996;724;74.23;"w44";"knn";0.857035639
"n19";"p6";42.8999999999996;724;49.75;"w45";"C5.0Tree";0.844067858
"n19";"p6";42.8999999999996;724;33.59;"w42";"J48";0.845507225
"n19";"p7";18.75;987;52.95;"w55";"svmLinear2";0.91969243
"n19";"p7";18.75;987;94.57;"w51";"JRip";0.81814629
"n19";"p7";18.75;987;52.49;"w56";"ranger";0.932299981
"n19";"p7";18.75;987;40.6;"w49";"nnet";0.750085004
"n19";"p7";18.75;987;27.31;"w54";"lda";0.888006137
"n19";"p7";18.75;987;101.61;"w52";"knn";0.843363983
"n19";"p7";18.75;987;68.88;"w53";"C5.0Tree";0.8516327
"n19";"p7";18.75;987;50.38;"w50";"J48";0.843706073
"n19";"p8";28.8699999999999;465;18.65;"w63";"svmLinear2";0.909253001
"n19";"p8";28.8699999999999;465;42.51;"w59";"JRip";0.802657931
"n19";"p8";28.8699999999999;465;32.86;"w64";"ranger";0.919691912
"n19";"p8";28.8699999999999;465;9.69;"w57";"nnet";0.803741215
"n19";"p8";28.8699999999999;465;9.89;"w62";"lda";0.921495138
"n19";"p8";28.8699999999999;465;47.88;"w60";"knn";0.86532457
"n19";"p8";28.8699999999999;465;31.99;"w61";"C5.0Tree";0.851636846
"n19";"p8";28.8699999999999;465;24.01;"w58";"J48";0.849475981
"n19";"p9";8.64999999999964;1867;119.1;"w71";"svmLinear2";0.933019406
"n19";"p9";8.64999999999964;1867;259.3;"w67";"JRip";0.813471068
"n19";"p9";8.64999999999964;1867;87.14;"w72";"ranger";0.924729438
"n19";"p9";8.64999999999964;1867;100.33;"w65";"nnet";0.743960048
"n19";"p9";8.64999999999964;1867;112;"w70";"lda";0.689593225
"n19";"p9";8.64999999999964;1867;216.05;"w68";"knn";0.763053304
"n19";"p9";8.64999999999964;1867;130.06;"w69";"C5.0Tree";0.840113615
"n19";"p9";8.64999999999964;1867;128.74;"w66";"J48";0.835065204
"n2";"p1";4.43000000000001;2379;104.88;"w4";"knn";0.755509134
"n2";"p1";4.43000000000001;2379;119.7;"w3";"JRip";0.875833648
"n2";"p1";4.43000000000001;2379;91.67;"w2";"J48";0.878067023
"n2";"p1";4.43000000000001;2379;44.22;"w8";"ranger";0.941541576
"n2";"p1";4.43000000000001;2379;77.11;"w7";"svmLinear2";0.922043844
"n2";"p1";4.43000000000001;2379;72.25;"w1";"nnet";0.928185927
"n2";"p1";4.43000000000001;2379;84.44;"w6";"lda";0.814677922
"n2";"p1";4.43000000000001;2379;94.33;"w5";"C5.0Tree";0.881415232
"n2";"p10";29.7800000000007;190;1.67;"w76";"knn";0.889769649
"n2";"p10";29.7800000000007;190;5.78;"w75";"JRip";0.893104214
"n2";"p10";29.7800000000007;190;3.23;"w74";"J48";0.888651064
"n2";"p10";29.7800000000007;190;7.58;"w80";"ranger";0.927615512
"n2";"p10";29.7800000000007;190;3.28;"w79";"svmLinear2";0.925960009
"n2";"p10";29.7800000000007;190;2.44;"w73";"nnet";0.925967433
"n2";"p10";29.7800000000007;190;3.09;"w78";"lda";0.919277257
"n2";"p10";29.7800000000007;190;7.82;"w77";"C5.0Tree";0.888657267
"n2";"p11";5.73999999999978;1150;46.24;"w84";"knn";0.763346369
"n2";"p11";5.73999999999978;1150;43.93;"w83";"JRip";0.893095531
"n2";"p11";5.73999999999978;1150;26.54;"w82";"J48";0.874739898
"n2";"p11";5.73999999999978;1150;27.99;"w88";"ranger";0.940986004
"n2";"p11";5.73999999999978;1150;27.15;"w87";"svmLinear2";0.900903026
"n2";"p11";5.73999999999978;1150;28.17;"w81";"nnet";0.915933981
"n2";"p11";5.73999999999978;1150;30.34;"w86";"lda";0.74828557
"n2";"p11";5.73999999999978;1150;44.78;"w85";"C5.0Tree";0.878084401
"n2";"p12";14.8899999999994;114;1.37;"w92";"knn";0.840785376
"n2";"p12";14.8899999999994;114;4.01;"w91";"JRip";0.890879512
"n2";"p12";14.8899999999994;114;2.28;"w90";"J48";0.884201676
"n2";"p12";14.8899999999994;114;6.17;"w96";"ranger";0.921495718
"n2";"p12";14.8899999999994;114;2.68;"w95";"svmLinear2";0.912593197
"n2";"p12";14.8899999999994;114;1.88;"w89";"nnet";0.909810486
"n2";"p12";14.8899999999994;114;2.44;"w94";"lda";0.902577167
"n2";"p12";14.8899999999994;114;5.09;"w93";"C5.0Tree";0.886431328
"n2";"p13";13.619999999999;1919;82.28;"w100";"knn";0.761114243
"n2";"p13";13.619999999999;1919;92.53;"w99";"JRip";0.893668459
"n2";"p13";13.619999999999;1919;59.39;"w98";"J48";0.865265742
"n2";"p13";13.619999999999;1919;39.1;"w104";"ranger";0.944321834
"n2";"p13";13.619999999999;1919;54.21;"w103";"svmLinear2";0.913148796
"n2";"p13";13.619999999999;1919;48.74;"w97";"nnet";0.924266094
"n2";"p13";13.619999999999;1919;74.19;"w102";"lda";0.757390149
"n2";"p13";13.619999999999;1919;73.32;"w101";"C5.0Tree";0.879737429
"n2";"p14";32.3799999999992;184;1.65;"w108";"knn";0.867499094
"n2";"p14";32.3799999999992;184;5.98;"w107";"JRip";0.892533783
"n2";"p14";32.3799999999992;184;3.17;"w106";"J48";0.892538721
"n2";"p14";32.3799999999992;184;7.44;"w112";"ranger";0.934857559
"n2";"p14";32.3799999999992;184;3.27;"w111";"svmLinear2";0.923169831
"n2";"p14";32.3799999999992;184;2.35;"w105";"nnet";0.924851378
"n2";"p14";32.3799999999992;184;3.03;"w110";"lda";0.918717995
"n2";"p14";32.3799999999992;184;7.58;"w109";"C5.0Tree";0.893097978
"n2";"p15";13.6899999999987;1099;44.1;"w116";"knn";0.778376071
"n2";"p15";13.6899999999987;1099;40.86;"w115";"JRip";0.890863394
"n2";"p15";13.6899999999987;1099;24.87;"w114";"J48";0.873068282
"n2";"p15";13.6899999999987;1099;27.11;"w120";"ranger";0.94042677
"n2";"p15";13.6899999999987;1099;24.95;"w119";"svmLinear2";0.880848524
"n2";"p15";13.6899999999987;1099;25.14;"w113";"nnet";0.892006736
"n2";"p15";13.6899999999987;1099;27.56;"w118";"lda";0.759473549
"n2";"p15";13.6899999999987;1099;42.94;"w117";"C5.0Tree";0.880852258
"n2";"p16";22.3099999999995;119;1.39;"w124";"knn";0.844664344
"n2";"p16";22.3099999999995;119;4.11;"w123";"JRip";0.889760949
"n2";"p16";22.3099999999995;119;2.46;"w122";"J48";0.889751017
"n2";"p16";22.3099999999995;119;6.21;"w128";"ranger";0.924841458
"n2";"p16";22.3099999999995;119;2.7;"w127";"svmLinear2";0.912590733
"n2";"p16";22.3099999999995;119;1.95;"w121";"nnet";0.912585778
"n2";"p16";22.3099999999995;119;2.23;"w126";"lda";0.914262399
"n2";"p16";22.3099999999995;119;5.29;"w125";"C5.0Tree";0.890874535
"n2";"p17";8.53000000000065;1983;85.13;"w132";"knn";0.767772226
"n2";"p17";8.53000000000065;1983;99.43;"w131";"JRip";0.886409067
"n2";"p17";8.53000000000065;1983;60.89;"w130";"J48";0.871370622
"n2";"p17";8.53000000000065;1983;42.07;"w136";"ranger";0.946556452
"n2";"p17";8.53000000000065;1983;55.76;"w135";"svmLinear2";0.905894332
"n2";"p17";8.53000000000065;1983;46.88;"w129";"nnet";0.939868717
"n2";"p17";8.53000000000065;1983;73.73;"w134";"lda";0.786290086
"n2";"p17";8.53000000000065;1983;77.11;"w133";"C5.0Tree";0.875838597
"n2";"p18";28.3499999999985;187;1.67;"w140";"knn";0.884200461
"n2";"p18";28.3499999999985;187;6.02;"w139";"JRip";0.889751051
"n2";"p18";28.3499999999985;187;3.25;"w138";"J48";0.890869575
"n2";"p18";28.3499999999985;187;7.45;"w144";"ranger";0.929287145
"n2";"p18";28.3499999999985;187;3.25;"w143";"svmLinear2";0.924282168
"n2";"p18";28.3499999999985;187;2.39;"w137";"nnet";0.927634105
"n2";"p18";28.3499999999985;187;2.78;"w142";"lda";0.922610569
"n2";"p18";28.3499999999985;187;7.73;"w141";"C5.0Tree";0.889758463
"n2";"p19";8.40999999999985;926;36.94;"w148";"knn";0.797884944
"n2";"p19";8.40999999999985;926;32.64;"w147";"JRip";0.891976985
"n2";"p19";8.40999999999985;926;19.55;"w146";"J48";0.876964617
"n2";"p19";8.40999999999985;926;24.48;"w152";"ranger";0.942112007
"n2";"p19";8.40999999999985;926;20.52;"w151";"svmLinear2";0.891427621
"n2";"p19";8.40999999999985;926;19.66;"w145";"nnet";0.919824119
"n2";"p19";8.40999999999985;926;22.21;"w150";"lda";0.828537126
"n2";"p19";8.40999999999985;926;35.22;"w149";"C5.0Tree";0.875289267
"n2";"p2";30.1999999999999;201;1.75;"w12";"knn";0.888654804
"n2";"p2";30.1999999999999;201;6.13;"w11";"JRip";0.885858444
"n2";"p2";30.1999999999999;201;3.36;"w10";"J48";0.869173223
"n2";"p2";30.1999999999999;201;8.14;"w16";"ranger";0.928177271
"n2";"p2";30.1999999999999;201;3.44;"w15";"svmLinear2";0.924283422
"n2";"p2";30.1999999999999;201;2.5;"w9";"nnet";0.924280931
"n2";"p2";30.1999999999999;201;3.05;"w14";"lda";0.913137638
"n2";"p2";30.1999999999999;201;8.33;"w13";"C5.0Tree";0.87919549
"n2";"p20";16.2299999999996;112;1.38;"w156";"knn";0.844111253
"n2";"p20";16.2299999999996;112;4.12;"w155";"JRip";0.890311566
"n2";"p20";16.2299999999996;112;2.34;"w154";"J48";0.896438746
"n2";"p20";16.2299999999996;112;6.05;"w160";"ranger";0.919827836
"n2";"p20";16.2299999999996;112;2.59;"w159";"svmLinear2";0.916490758
"n2";"p20";16.2299999999996;112;1.86;"w153";"nnet";0.910924066
"n2";"p20";16.2299999999996;112;2;"w158";"lda";0.919282201
"n2";"p20";16.2299999999996;112;5.06;"w157";"C5.0Tree";0.893653561
"n2";"p21";16.369999999999;1755;73.77;"w164";"knn";0.782260038
"n2";"p21";16.369999999999;1755;81.86;"w163";"JRip";0.893661007
"n2";"p21";16.369999999999;1755;50.61;"w162";"J48";0.861931154
"n2";"p21";16.369999999999;1755;37.62;"w168";"ranger";0.945989749
"n2";"p21";16.369999999999;1755;47.51;"w167";"svmLinear2";0.918163661
"n2";"p21";16.369999999999;1755;50.77;"w161";"nnet";0.924266077
"n2";"p21";16.369999999999;1755;61.31;"w166";"lda";0.749033268
"n2";"p21";16.369999999999;1755;68.04;"w165";"C5.0Tree";0.873062096
"n2";"p22";32.8300000000017;183;1.73;"w172";"knn";0.869722543
"n2";"p22";32.8300000000017;183;6.18;"w171";"JRip";0.894777051
"n2";"p22";32.8300000000017;183;3.25;"w170";"J48";0.885862134
"n2";"p22";32.8300000000017;183;7.59;"w176";"ranger";0.936530424
"n2";"p22";32.8300000000017;183;3.17;"w175";"svmLinear2";0.929289603
"n2";"p22";32.8300000000017;183;2.36;"w169";"nnet";0.917042618
"n2";"p22";32.8300000000017;183;2.9;"w174";"lda";0.917599438
"n2";"p22";32.8300000000017;183;7.53;"w173";"C5.0Tree";0.888095498
"n2";"p23";16.2799999999988;939;37.44;"w180";"knn";0.793977479
"n2";"p23";16.2799999999988;939;36.55;"w179";"JRip";0.893091819
"n2";"p23";16.2799999999988;939;19.86;"w178";"J48";0.849676712
"n2";"p23";16.2799999999988;939;24.63;"w184";"ranger";0.943218174
"n2";"p23";16.2799999999988;939;21.34;"w183";"svmLinear2";0.883630019
"n2";"p23";16.2799999999988;939;20.21;"w177";"nnet";0.909249998
"n2";"p23";16.2799999999988;939;22.56;"w182";"lda";0.813459026
"n2";"p23";16.2799999999988;939;36.31;"w181";"C5.0Tree";0.86305096
"n2";"p24";23.2999999999993;117;1.4;"w188";"knn";0.84911745
"n2";"p24";23.2999999999993;117;4.24;"w187";"JRip";0.888091824
"n2";"p24";23.2999999999993;117;2.37;"w186";"J48";0.884211613
"n2";"p24";23.2999999999993;117;6.46;"w192";"ranger";0.924837751
"n2";"p24";23.2999999999993;117;2.74;"w191";"svmLinear2";0.915936462
"n2";"p24";23.2999999999993;117;1.94;"w185";"nnet";0.913148763
"n2";"p24";23.2999999999993;117;2.26;"w190";"lda";0.909250003
"n2";"p24";23.2999999999993;117;5.22;"w189";"C5.0Tree";0.885316499
"n2";"p25";4.48999999999796;2379;103.45;"w196";"knn";0.750543751
"n2";"p25";4.48999999999796;2379;126.42;"w195";"JRip";0.895321448
"n2";"p25";4.48999999999796;2379;84.67;"w194";"J48";0.87806082
"n2";"p25";4.48999999999796;2379;42.97;"w200";"ranger";0.946552723
"n2";"p25";4.48999999999796;2379;54.44;"w199";"svmLinear2";0.902542406
"n2";"p25";4.48999999999796;2379;120.75;"w193";"nnet";0.8730584
"n2";"p25";4.48999999999796;2379;84.83;"w198";"lda";0.703823819
"n2";"p25";4.48999999999796;2379;34.99;"w197";"C5.0Tree";0.880859659
"n2";"p26";30.2200000000012;167;1.63;"w204";"knn";0.796780008
"n2";"p26";30.2200000000012;167;5.33;"w203";"JRip";0.907578371
"n2";"p26";30.2200000000012;167;2.83;"w202";"J48";0.888094277
"n2";"p26";30.2200000000012;167;6.45;"w208";"ranger";0.928174791
"n2";"p26";30.2200000000012;167;2.78;"w207";"svmLinear2";0.920387109
"n2";"p26";30.2200000000012;167;2.62;"w201";"nnet";0.893620054
"n2";"p26";30.2200000000012;167;2.61;"w206";"lda";0.907569682
"n2";"p26";30.2200000000012;167;3.1;"w205";"C5.0Tree";0.883070735
"n2";"p27";4.43000000000029;1270;50.7;"w212";"knn";0.738294275
"n2";"p27";4.43000000000029;1270;46.92;"w211";"JRip";0.896433791
"n2";"p27";4.43000000000029;1270;30.57;"w210";"J48";0.868597799
"n2";"p27";4.43000000000029;1270;29.42;"w216";"ranger";0.939320591
"n2";"p27";4.43000000000029;1270;25.04;"w215";"svmLinear2";0.889747294
"n2";"p27";4.43000000000029;1270;49.63;"w209";"nnet";0.849722592
"n2";"p27";4.43000000000029;1270;36.53;"w214";"lda";0.615255208
"n2";"p27";4.43000000000029;1270;18.52;"w213";"C5.0Tree";0.868599036
"n2";"p28";15.0999999999985;106;1.3;"w220";"knn";0.779502024
"n2";"p28";15.0999999999985;106;3.77;"w219";"JRip";0.899216535
"n2";"p28";15.0999999999985;106;2.31;"w218";"J48";0.888642409
"n2";"p28";15.0999999999985;106;5.47;"w224";"ranger";0.918712996
"n2";"p28";15.0999999999985;106;2.33;"w223";"svmLinear2";0.923732827
"n2";"p28";15.0999999999985;106;2.11;"w217";"nnet";0.900342544
"n2";"p28";15.0999999999985;106;2.23;"w222";"lda";0.905903004
"n2";"p28";15.0999999999985;106;2.36;"w221";"C5.0Tree";0.89366099
"n2";"p29";12.5600000000013;2028;86.39;"w228";"knn";0.779478465
"n2";"p29";12.5600000000013;2028;104.16;"w227";"JRip";0.899241337
"n2";"p29";12.5600000000013;2028;62.93;"w226";"J48";0.873620104
"n2";"p29";12.5600000000013;2028;37.86;"w232";"ranger";0.948778668
"n2";"p29";12.5600000000013;2028;42.43;"w231";"svmLinear2";0.890291681
"n2";"p29";12.5600000000013;2028;100.26;"w225";"nnet";0.86526203
"n2";"p29";12.5600000000013;2028;69.85;"w230";"lda";0.687112598
"n2";"p29";12.5600000000013;2028;29.19;"w229";"C5.0Tree";0.865268183
"n2";"p3";4.44000000000005;1270;51.36;"w20";"knn";0.782821752
"n2";"p3";4.44000000000005;1270;49.41;"w19";"JRip";0.877495393
"n2";"p3";4.44000000000005;1270;31.19;"w18";"J48";0.87473122
"n2";"p3";4.44000000000005;1270;29.43;"w24";"ranger";0.935423041
"n2";"p3";4.44000000000005;1270;31.76;"w23";"svmLinear2";0.902574664
"n2";"p3";4.44000000000005;1270;28.73;"w17";"nnet";0.916496988
"n2";"p3";4.44000000000005;1270;35.95;"w22";"lda";0.661447949
"n2";"p3";4.44000000000005;1270;50.02;"w21";"C5.0Tree";0.87361142
"n2";"p30";32.5299999999988;156;1.51;"w236";"knn";0.795091009
"n2";"p30";32.5299999999988;156;5.03;"w235";"JRip";0.894225224
"n2";"p30";32.5299999999988;156;2.72;"w234";"J48";0.89922149
"n2";"p30";32.5299999999988;156;6.17;"w240";"ranger";0.933747697
"n2";"p30";32.5299999999988;156;2.71;"w239";"svmLinear2";0.930968682
"n2";"p30";32.5299999999988;156;2.63;"w233";"nnet";0.911469734
"n2";"p30";32.5299999999988;156;2.56;"w238";"lda";0.915362335
"n2";"p30";32.5299999999988;156;3.21;"w237";"C5.0Tree";0.897546134
"n2";"p31";12.5;1205;47.86;"w244";"knn";0.764454934
"n2";"p31";12.5;1205;51.04;"w243";"JRip";0.902004217
"n2";"p31";12.5;1205;28.72;"w242";"J48";0.874742356
"n2";"p31";12.5;1205;25.06;"w248";"ranger";0.943211966
"n2";"p31";12.5;1205;23.38;"w247";"svmLinear2";0.882526354
"n2";"p31";12.5;1205;44.67;"w241";"nnet";0.885296674
"n2";"p31";12.5;1205;32;"w246";"lda";0.672018429
"n2";"p31";12.5;1205;17.66;"w245";"C5.0Tree";0.876387944
"n2";"p32";22.3499999999985;101;1.3;"w252";"knn";0.772258734
"n2";"p32";22.3499999999985;101;3.71;"w251";"JRip";0.903127734
"n2";"p32";22.3499999999985;101;2.2;"w250";"J48";0.893104192
"n2";"p32";22.3499999999985;101;5.15;"w256";"ranger";0.922061216
"n2";"p32";22.3499999999985;101;2.22;"w255";"svmLinear2";0.920942654
"n2";"p32";22.3499999999985;101;2.03;"w249";"nnet";0.907022843
"n2";"p32";22.3499999999985;101;2.41;"w254";"lda";0.908696911
"n2";"p32";22.3499999999985;101;2.34;"w253";"C5.0Tree";0.888083125
"n2";"p33";5.77999999999884;2255;98.03;"w260";"knn";0.802860153
"n2";"p33";5.77999999999884;2255;121.63;"w259";"JRip";0.904230179
"n2";"p33";5.77999999999884;2255;77.89;"w258";"J48";0.873064565
"n2";"p33";5.77999999999884;2255;43.51;"w264";"ranger";0.949891011
"n2";"p33";5.77999999999884;2255;51.61;"w263";"svmLinear2";0.898101701
"n2";"p33";5.77999999999884;2255;107.85;"w257";"nnet";0.878690719
"n2";"p33";5.77999999999884;2255;76.67;"w262";"lda";0.703842434
"n2";"p33";5.77999999999884;2255;33.2;"w261";"C5.0Tree";0.874734938
"n2";"p34";30.4000000000015;160;1.52;"w268";"knn";0.876959651
"n2";"p34";30.4000000000015;160;5.71;"w267";"JRip";0.89978326
"n2";"p34";30.4000000000015;160;2.72;"w266";"J48";0.893652302
"n2";"p34";30.4000000000015;160;6.3;"w272";"ranger";0.929284654
"n2";"p34";30.4000000000015;160;2.73;"w271";"svmLinear2";0.927069883
"n2";"p34";30.4000000000015;160;2.62;"w265";"nnet";0.918710527
"n2";"p34";30.4000000000015;160;2.28;"w270";"lda";0.908688223
"n2";"p34";30.4000000000015;160;3.13;"w269";"C5.0Tree";0.887528801
"n2";"p35";5.70000000000073;1150;45.64;"w276";"knn";0.807894859
"n2";"p35";5.70000000000073;1150;43.89;"w275";"JRip";0.900901817
"n2";"p35";5.70000000000073;1150;25.86;"w274";"J48";0.861911308
"n2";"p35";5.70000000000073;1150;25.92;"w280";"ranger";0.945445324
"n2";"p35";5.70000000000073;1150;22;"w279";"svmLinear2";0.884180609
"n2";"p35";5.70000000000073;1150;38.25;"w273";"nnet";0.890888162
"n2";"p35";5.70000000000073;1150;28.46;"w278";"lda";0.683719813
"n2";"p35";5.70000000000073;1150;17.17;"w277";"C5.0Tree";0.870259511
"n2";"p36";15.2000000000007;98;1.27;"w284";"knn";0.859703994
"n2";"p36";15.2000000000007;98;3.69;"w283";"JRip";0.897549868
"n2";"p36";15.2000000000007;98;2.06;"w282";"J48";0.896436272
"n2";"p36";15.2000000000007;98;5;"w288";"ranger";0.919827825
"n2";"p36";15.2000000000007;98;2.33;"w287";"svmLinear2";0.92150565
"n2";"p36";15.2000000000007;98;1.94;"w281";"nnet";0.905909235
"n2";"p36";15.2000000000007;98;2.25;"w286";"lda";0.90368203
"n2";"p36";15.2000000000007;98;2.32;"w285";"C5.0Tree";0.890317742
"n2";"p37";13.7000000000007;1919;84.17;"w292";"knn";0.81677133
"n2";"p37";13.7000000000007;1919;87.52;"w291";"JRip";0.89533138
"n2";"p37";13.7000000000007;1919;56.95;"w290";"J48";0.879734927
"n2";"p37";13.7000000000007;1919;37.38;"w296";"ranger";0.94766384
"n2";"p37";13.7000000000007;1919;42.09;"w295";"svmLinear2";0.894744809
"n2";"p37";13.7000000000007;1919;72.42;"w289";"nnet";0.892528823
"n2";"p37";13.7000000000007;1919;83.25;"w294";"lda";0.688800343
"n2";"p37";13.7000000000007;1919;27.98;"w293";"C5.0Tree";0.880287997
"n2";"p38";33.25;150;1.48;"w300";"knn";0.855234742
"n2";"p38";33.25;150;5.3;"w299";"JRip";0.902563517
"n2";"p38";33.25;150;2.7;"w298";"J48";0.903116576
"n2";"p38";33.25;150;6;"w304";"ranger";0.933189661
"n2";"p38";33.25;150;2.64;"w303";"svmLinear2";0.936537848
"n2";"p38";33.25;150;2.64;"w297";"nnet";0.924841491
"n2";"p38";33.25;150;2.47;"w302";"lda";0.910349945
"n2";"p38";33.25;150;2.95;"w301";"C5.0Tree";0.89532642
"n2";"p39";13.4799999999996;1099;43.66;"w308";"knn";0.813431805
"n2";"p39";13.4799999999996;1099;44.67;"w307";"JRip";0.895333871
"n2";"p39";13.4799999999996;1099;24.33;"w306";"J48";0.881422661
"n2";"p39";13.4799999999996;1099;24.58;"w312";"ranger";0.943767527
"n2";"p39";13.4799999999996;1099;20.95;"w311";"svmLinear2";0.880842326
"n2";"p39";13.4799999999996;1099;39.14;"w305";"nnet";0.87807817
"n2";"p39";13.4799999999996;1099;28.16;"w310";"lda";0.736612783
"n2";"p39";13.4799999999996;1099;16.29;"w309";"C5.0Tree";0.879191744
"n2";"p4";14.6900000000001;128;1.4;"w28";"knn";0.843002633
"n2";"p4";14.6900000000001;128;4.43;"w27";"JRip";0.893100475
"n2";"p4";14.6900000000001;128;2.53;"w26";"J48";0.880862162
"n2";"p4";14.6900000000001;128;6.7;"w32";"ranger";0.921492023
"n2";"p4";14.6900000000001;128;3.14;"w31";"svmLinear2";0.907030228
